seed,model,t,ref_bin,action,price,true_demand,estimated_demand,true_revenue,estimated_revenue,true_dynamic_q,estimated_dynamic_q
0,structured,0,17,1,0.65,98.32916964046117,614.7724609375,63.91396026629977,399.602099609375,461.56170557449855,1895.7689423024656
0,structured,0,17,2,0.8,96.52765704666425,351.5199890136719,77.2221256373314,281.2159912109375,499.09566902466474,1901.4746683120727
0,structured,0,17,3,0.95,92.92351881438593,200.99534606933594,88.27734287366663,190.94557876586913,510.150886261,1811.2042558670043
0,structured,0,17,4,1.1,86.11650064526928,114.92693328857422,94.72815070979622,126.41962661743165,521.6799067927889,1748.090671312809
0,structured,0,17,5,1.25,74.55466141264027,65.71395874023438,93.19332676580034,82.14244842529297,536.8136358401282,1762.8138915479183
0,structured,0,17,6,1.4,58.054230482065975,37.57453536987305,81.27592267489236,52.604349517822264,529.6758552938944,1734.0774755895138
0,structured,0,17,7,1.55,39.532091528599054,21.484704971313477,61.27474186932854,33.30129270553589,533.7559799023377,1837.4962047755716
0,structured,0,17,8,1.7,23.5952400202534,12.284688949584961,40.111908034430776,20.883971214294434,512.59314606744,1825.0788832843302
0,structured,0,17,9,1.85,12.730503807537172,7.0242600440979,23.551432043943766,12.994881081581115,515.0771796945855,2001.8550558388233
0,structured,0,17,10,2.0,6.446476583758966,4.016390800476074,12.892953167517932,8.032781600952148,504.4187008181597,1996.8929563581944
0,structured,0,18,0,0.5,99.36314844931844,1269.518310546875,49.68157422465922,634.7591552734375,447.32931953285805,2130.925997966528
0,structured,0,18,1,0.65,98.66130821723351,727.3820190429688,64.12985034120179,472.7983123779297,473.0568627401654,2091.3843181610105
0,structured,0,18,2,0.8,97.20774262159269,416.7598876953125,77.76619409727415,333.40791015625,499.6397374846075,1953.6665872573851
0,structured,0,18,3,0.95,94.26758241011312,238.78636169433594,89.55420328960746,226.84704360961913,516.5059593726002,1848.5180883049964
0,structured,0,18,4,1.1,88.59476187202091,136.81480407714844,97.45423805922302,150.49628448486328,541.0745471335509,1831.1677276074886
0,structured,0,18,5,1.25,78.58349830425585,78.3892822265625,98.22937288031981,97.98660278320312,546.6293054993218,1779.4597288548946
0,structured,0,18,6,1.4,63.413559101080075,44.913848876953125,88.7789827415121,62.87938842773437,546.5114727431295,1848.5372451961039
0,structured,0,18,7,1.55,45.01660026875219,25.733795166015625,69.7757304165659,39.88738250732422,542.2569684495751,1844.08229457736
0,structured,0,18,8,1.7,27.88848219771369,14.744389533996582,47.41041973611327,25.065462207794187,527.0487205038103,1913.6208173930643
0,structured,0,18,9,1.85,15.446526508353475,8.447931289672852,28.57607404045393,15.628672885894774,520.1018216910957,2004.488847643137
0,structured,0,18,10,2.0,7.943854918397836,4.84031867980957,15.887709836795672,9.68063735961914,530.0954787804445,2116.642130476236
0,structured,0,19,0,0.5,99.49081033980988,1499.4559326171875,49.74540516990494,749.7279663085938,447.39315047810373,2245.8948090016843
0,structured,0,19,1,0.65,98.92814183350669,860.964111328125,64.30329219177935,559.6266723632813,486.1768355791127,2179.8853494644163
