seed,model,t,ref_bin,ref_price,true_action,chosen_action,true_price,chosen_price,price_index_error,wrong_action,action_regret,policy_regret,inmodel_optimism,demand_log_rmse,demand_log_error_at_chosen,state_visit_count,selected_support_count,selected_support_share,selected_in_topk_support
2,structured,0,1,0.575,10,10,2.0,2.0,0,0,0.0,282.8915836108302,1596.0398270519086,0.33481628373782774,0.4270199852268446,5,2,0.4,1
2,structured,0,2,0.65,10,10,2.0,2.0,0,0,0.0,282.89158361083025,1596.0352178716305,0.3437766167438,0.347667075748058,4,3,0.75,1
2,structured,0,3,0.725,10,10,2.0,2.0,0,0,0.0,285.12771523360595,1594.3709685453307,0.36090619268727026,0.26825042884054284,4,2,0.5,1
2,structured,0,4,0.8,10,10,2.0,2.0,0,0,0.0,285.12771523360607,1594.3431477045588,0.38536131958545655,0.18905640696846393,4,2,0.5,1
2,structured,0,5,0.875,10,8,2.0,1.7,2,1,2.5436270632821447,285.4352106741124,1595.1242376850378,0.41609822562443904,-0.23188993409760367,4,0,0.0,0
2,structured,0,6,0.95,10,10,2.0,2.0,0,0,0.0,289.57722420448613,1588.754133993757,0.44732868375228363,0.0433435174088016,3,3,1.0,1
2,structured,0,7,1.025,10,10,2.0,2.0,0,0,0.0,289.57722420448613,1588.6772464138485,0.48144369086547073,-0.018056491983056477,3,1,0.3333333333333333,1
2,structured,0,8,1.1,10,9,2.0,1.85,1,1,3.0874553168914645,292.66467952137765,1587.935031753315,0.5196311657002396,-0.24815237650323496,3,0,0.0,0
2,structured,0,9,1.175,3,6,0.95,1.4,3,1,17.14177238442062,289.79725111975665,1584.1227342472428,0.5627858171240712,-0.6702226252548704,7,0,0.0,0
2,structured,0,10,1.25,3,10,0.95,2.0,7,1,3.7180074038955127,304.36055081687937,1714.9644521966243,0.6107311980233512,-0.19012882336409487,7,0,0.0,0
2,structured,0,11,1.325,10,10,2.0,2.0,0,0,0.0,305.88465603166765,1716.0853394731143,0.6632192151607085,-0.24535820229051725,6,4,0.6666666666666666,1
2,structured,0,12,1.4,5,10,1.25,2.0,5,1,5.953876606571839,311.8385326382395,1715.7181196768156,0.7199572060877922,-0.2989709382844021,3,0,0.0,0
2,structured,0,13,1.475,4,10,1.1,2.0,6,1,15.551429785321204,328.49369052338363,1816.8656061279485,0.780596044423797,-0.34986864395797024,8,0,0.0,0
2,structured,0,14,1.55,4,10,1.1,2.0,6,1,19.002410652202855,331.9446713902653,1816.2460784785376,0.8452203173911682,-0.39860949847834937,4,0,0.0,0
2,structured,0,15,1.625,4,10,1.1,2.0,6,1,14.809008400585412,338.6979481140705,1939.0849232584173,0.9155781067578505,-0.43199506022090883,5,0,0.0,0
2,structured,0,16,1.7,5,10,1.25,2.0,5,1,29.2347416172492,353.1236813307343,1938.3622931063508,0.9980838483718344,-0.4344252252563108,8,0,0.0,0
2,structured,0,17,1.775,5,9,1.25,1.85,4,1,21.73645614554266,345.6253958590278,1931.9816646204733,1.0902455490893983,-0.5568374191305543,6,0,0.0,0
2,structured,0,18,1.85,5,10,1.25,2.0,5,1,16.53382671887732,363.0409567801238,2087.2822317513637,1.1911338246090122,-0.42875289753931023,2,0,0.0,0
2,structured,0,19,1.925,6,0,1.4,0.5,6,1,120.93229760018573,372.19431412058714,2190.3031399170577,1.2998828275630658,2.797593037928329,4,0,0.0,1
2,structured,0,20,2.0,6,0,1.4,0.5,6,1,116.10593352804108,388.7614122633771,2541.4290167960235,1.4152951922322854,2.994166952050522,7,0,0.0,1
2,structured,1,0,0.5,10,10,2.0,2.0,0,0,0.0,233.13110826290824,1437.016258949747,0.32698004298758343,0.5384009524684574,2,0,0.0,0
2,structured,1,1,0.575,10,10,2.0,2.0,0,0,0.0,241.82331276013804,1435.972027855255,0.32459492053959876,0.45247061339919115,0,0,0.0,0
2,structured,1,2,0.65,10,10,2.0,2.0,0,0,0.0,241.82331276013804,1435.965486173184,0.33277272159097226,0.36687410261921394,6,0,0.0,0
2,structured,1,3,0.725,10,10,2.0,2.0,0,0,0.0,244.0594443829138,1434.2864766387545,0.34930971937826827,0.2872242739889004,2,0,0.0,0
2,structured,1,4,0.8,10,10,2.0,2.0,0,0,0.0,244.05944438291385,1434.26158840611,0.37354399005921185,0.20872451252232094,1,0,0.0,0
2,structured,1,5,0.875,10,8,2.0,1.7,2,1,2.5436270632821447,244.3669398234202,1435.1016132539712,0.40438457106412723,-0.21022862108964147,2,0,0.0,0
2,structured,1,6,0.95,10,10,2.0,2.0,0,0,0.0,246.8188011359622,1428.7830045544697,0.4396585103636599,0.05664589398698222,5,0,0.0,0
2,structured,1,7,1.025,3,10,0.95,2.0,7,1,0.7449610525031858,247.56376218846538,1428.694154322355,0.47904063935808744,-0.015120611513477766,5,0,0.0,0
2,structured,1,8,1.1,2,9,0.8,1.85,7,1,6.407484662196794,253.226285798159,1427.9282472148739,0.5227483395203314,-0.2553397577268045,9,0,0.0,0
2,structured,1,9,1.175,2,6,0.8,1.4,4,1,18.13090825749316,251.26201652040143,1423.9695655947748,0.5693355133059003,-0.6778935286353889,4,0,0.0,0
2,structured,1,10,1.25,3,10,0.95,2.0,7,1,3.367522081184802,272.65547873533603,1596.8533785625725,0.6186995981530572,-0.21242379303562214,1,0,0.0,0
2,structured,1,11,1.325,10,10,2.0,2.0,0,0,0.0,282.89158361083025,1595.839617736715,0.6712993402969143,-0.2689053951084253,16,6,0.375,1
2,structured,1,12,1.4,4,9,1.1,1.85,5,1,15.83975857945478,285.127715233606,1594.18980293733,0.7278917134875703,-0.4824960229930988,20,0,0.0,0
2,structured,1,13,1.475,4,10,1.1,2.0,6,1,14.18392606536247,289.5772242044862,1588.7030514974792,0.7883652479656146,-0.37575618900721897,10,0,0.0,0
2,structured,1,14,1.55,4,10,1.1,2.0,6,1,17.63490693224412,293.0282050713679,1588.0714241051787,0.8528690060584273,-0.42313988706771566,4,0,0.0,0
2,structured,1,15,1.625,4,10,1.1,2.0,6,1,9.897585941136242,300.64254341298385,1715.4514682623167,0.9270190859874373,-0.4296604482420825,2,0,0.0,0
2,structured,1,16,1.7,5,0,1.25,0.5,5,1,83.50238069724122,305.88465603166765,1716.84902707945,1.0113477464125857,2.240827162607994,11,0,0.0,1
2,structured,1,17,1.775,7,0,1.55,0.5,7,1,90.559985403636,312.94226073806243,1818.4746667074069,1.104866724058667,2.4365114240314876,0,0,0.0,1
2,structured,1,18,1.85,6,0,1.4,0.5,6,1,101.21623975051733,323.8889397134851,1942.0376923255806,1.2066751387806793,2.6327211982457603,0,0,0.0,1
2,structured,1,19,1.925,6,0,1.4,0.5,6,1,123.83443009827869,346.5071300612464,2092.8219448764285,1.3157817394255837,2.8288583613634417,0,0,0.0,1
2,structured,1,20,2.0,6,0,1.4,0.5,6,1,117.4641656478696,350.59527391077785,2412.887697737672,1.4315757865402474,3.0253635252702518,0,0,0.0,1
2,structured,2,0,0.5,10,10,2.0,2.0,0,0,0.0,184.04304291277606,1153.3568142743252,0.3216436743982059,0.5677341362759141,2,0,0.0,0
2,structured,2,1,0.575,10,10,2.0,2.0,0,0,0.0,194.58428746107137,1189.701307641676,0.3155953739777418,0.48233204657529205,0,0,0.0,0
2,structured,2,2,0.65,10,10,2.0,2.0,0,0,0.0,194.58428746107143,1189.6984897597872,0.3206728427553116,0.39824137122872516,8,0,0.0,0
2,structured,2,3,0.725,10,10,2.0,2.0,0,0,0.0,202.52046921654716,1189.2870775196463,0.33639013777805726,0.31442111369732695,1,0,0.0,0
2,structured,2,4,0.8,10,9,2.0,1.85,1,1,8.102298969191395,202.68658643026282,1189.5610582457032,0.35995515167503894,0.06252751593574546,2,0,0.0,0
2,structured,2,5,0.875,10,8,2.0,1.7,2,1,6.2678658213598055,200.85215328243123,1188.8930119402141,0.3910133633418789,-0.18205853994585874,6,0,0.0,0
2,structured,2,6,0.95,10,10,2.0,2.0,0,0,0.0,217.1933219527874,1301.7935161078126,0.42809622892139165,0.08226066708704899,17,14,0.8235294117647058,1
2,structured,2,7,1.025,10,10,2.0,2.0,0,0,0.0,217.1933219527874,1301.7092011931188,0.46889942197034123,0.01004490134115199,0,0,0.0,0
2,structured,2,8,1.1,10,9,2.0,1.85,1,1,5.18895338163901,222.38227533442642,1300.9741176501673,0.5143957020954807,-0.23088464746669835,11,0,0.0,0
2,structured,2,9,1.175,2,9,0.8,1.85,7,1,5.479378010180369,222.67269996296776,1300.5703407689898,0.5637096855058618,-0.29855531566465043,22,0,0.0,0
2,structured,2,10,1.25,10,10,2.0,2.0,0,0,0.0,233.13110826290824,1436.8021107737522,0.6163983343697491,-0.19817392766079422,3,3,1.0,1
2,structured,2,11,1.325,10,10,2.0,2.0,0,0,0.0,241.82331276013804,1435.756969294513,0.6726258513033827,-0.26368879014361407,9,7,0.7777777777777778,1
2,structured,2,12,1.4,4,9,1.1,1.85,5,1,10.928336120005554,244.05944438291382,1434.0905619210084,0.7322957584697775,-0.48546960203061795,3,0,0.0,0
2,structured,2,13,1.475,4,10,1.1,2.0,6,1,12.49377384753069,246.81880113596222,1428.7157953062924,0.7940595221719143,-0.38623751107309423,10,0,0.0,0
2,structured,2,14,1.55,5,10,1.25,2.0,5,1,16.036962817803612,250.3619901062352,1428.2002794309444,0.8613668611483125,-0.40592849306686496,0,0,0.0,0
2,structured,2,15,1.625,4,10,1.1,2.0,6,1,11.931672481382122,269.28795665415123,1597.3916725041654,0.9387836295534147,-0.4144655941453985,0,0,0.0,0
2,structured,2,16,1.7,5,10,1.25,2.0,5,1,25.535299438061145,282.89158361083025,1596.6672174962944,1.0256949060770775,-0.4204872963332058,6,0,0.0,0
2,structured,2,17,1.775,5,9,1.25,1.85,4,1,18.037013966354664,275.3932981391238,1590.410278542697,1.1211583622598666,-0.5407761143903462,0,0,0.0,0
2,structured,2,18,1.85,6,0,1.4,0.5,6,1,106.82941897541508,290.7449574718476,1718.391464292523,1.2242613583815787,2.6700804659519557,0,0,0.0,1
2,structured,2,19,1.925,6,0,1.4,0.5,6,1,124.53618686372721,308.4517253601597,1874.3553433082147,1.334250765298218,2.8655738176715815,0,0,0.0,1
2,structured,2,20,2.0,6,0,1.4,0.5,6,1,117.4641656478696,301.50720856064567,2166.9208267884273,1.4505867331649371,3.0614606630001013,0,0,0.0,1
2,structured,3,0,0.5,10,10,2.0,2.0,0,0,0.0,164.5821784207996,1058.9155233989302,0.3199338980233962,0.6027473405908397,2,0,0.0,0
2,structured,3,1,0.575,10,10,2.0,2.0,0,0,0.0,167.70231487269842,1058.013661217135,0.3095531468301707,0.5186160476278447,0,0,0.0,0
2,structured,3,2,0.65,10,10,2.0,2.0,0,0,0.0,167.70231487269842,1058.0143564330094,0.3108477307368103,0.43469226361826063,9,0,0.0,0
2,structured,3,3,0.725,10,10,2.0,2.0,0,0,0.0,180.42193700025445,1056.421582707906,0.3238336025444235,0.35095117210904614,2,0,0.0,0
2,structured,3,4,0.8,10,10,2.0,2.0,0,0,0.0,180.42193700025445,1056.399711185543,0.34754038346022476,0.26718142065961814,5,0,0.0,0
2,structured,3,5,0.875,10,8,2.0,1.7,2,1,13.027117568062437,180.72943244076083,1057.2721273312213,0.3785657346460734,-0.15154902453522257,3,0,0.0,0
2,structured,3,6,0.95,10,10,2.0,2.0,0,0,0.0,179.13791725170069,1051.7770557072395,0.4164703051621338,0.1123094636943569,23,19,0.8260869565217391,1
2,structured,3,7,1.025,10,10,2.0,2.0,0,0,0.0,179.13791725170069,1051.698404306683,0.45863549061878556,0.039709450769926935,0,0,0.0,0
2,structured,3,8,1.1,10,9,2.0,1.85,1,1,5.18895338163901,184.3268706333397,1051.004778661156,0.5052979664824772,-0.20059597618063985,2,0,0.0,0
2,structured,3,9,1.175,10,9,2.0,1.85,1,1,4.777621244731847,183.91553849643253,1050.6149086343698,0.556212507239689,-0.2683133538199065,3,0,0.0,0
2,structured,3,10,1.25,10,10,2.0,2.0,0,0,0.0,184.04304291277606,1153.1273540823202,0.6109662285643639,-0.1697468201727479,1,0,0.0,0
2,structured,3,11,1.325,10,10,2.0,2.0,0,0,0.0,194.5842874610714,1189.468337587156,0.6691081731078337,-0.2376644174092467,9,8,0.8888888888888888,1
2,structured,3,12,1.4,4,10,1.1,2.0,6,1,7.9361817554757295,202.52046921654716,1189.0695275675446,0.7302747043504018,-0.30217427778001116,1,0,0.0,0
2,structured,3,13,1.475,5,10,1.25,2.0,5,1,17.086058563455424,217.19332195278741,1301.6946427265634,0.7952848374945044,-0.3412398567848429,20,0,0.0,0
2,structured,3,14,1.55,5,10,1.25,2.0,5,1,22.63853749508462,222.74580088441667,1301.212893836155,0.8688711821970159,-0.3617051860509123,10,0,0.0,0
2,structured,3,15,1.625,4,10,1.1,2.0,6,1,22.690081951502464,233.13110826290824,1437.307762350843,0.9510543278363541,-0.38040749303162524,3,0,0.0,0
2,structured,3,16,1.7,5,10,1.25,2.0,5,1,31.38228644873226,241.82331276013807,1436.5705395512239,1.0409295724077732,-0.3945631066512858,7,0,0.0,0
2,structured,3,17,1.775,5,9,1.25,1.85,4,1,23.884000977025778,234.32502728843156,1430.462050757653,1.1384448448774176,-0.5171149722270645,0,0,0.0,0
2,structured,3,18,1.85,6,10,1.4,2.0,4,1,30.89864219088298,257.3562841727691,1600.2478024149868,1.2432926938425735,-0.40606784364473403,0,0,0.0,0
2,structured,3,19,1.925,6,0,1.4,0.5,6,1,120.3901662305542,265.69330229163575,1718.8178634684798,1.3546635990799167,2.906055410843936,0,0,0.0,1
2,structured,3,20,2.0,6,0,1.4,0.5,6,1,113.73992688979195,278.3221053105916,2115.931364154381,1.47203146839609,3.1015191738779793,0,0,0.0,1
2,structured,4,0,0.5,10,10,2.0,2.0,0,0,0.0,128.42533002955668,866.5037377506509,0.32180949968150624,0.6381648135864604,2,0,0.0,0
2,structured,4,1,0.575,10,10,2.0,2.0,0,0,0.0,129.6938535895208,865.705257739056,0.3072097320175908,0.5540488473252727,0,0,0.0,0
2,structured,4,2,0.65,10,10,2.0,2.0,0,0,0.0,129.6938535895208,865.7092860466663,0.30472862766476794,0.4699862832407825,11,0,0.0,0
2,structured,4,3,0.725,10,10,2.0,2.0,0,0,0.0,139.35366614956226,864.2916673651648,0.3148563757538079,0.3860520856954033,5,0,0.0,0
2,structured,4,4,0.8,10,10,2.0,2.0,0,0,0.0,139.35366614956223,864.274473257696,0.33671476874640616,0.3024534984781537,3,0,0.0,0
2,structured,4,5,0.875,10,8,2.0,1.7,2,1,9.967308000547831,139.66116159006864,865.032282772572,0.36830566783727,-0.12126609767953489,4,0,0.0,0
2,structured,4,6,0.95,10,10,2.0,2.0,0,0,0.0,136.37949418317672,860.094222323746,0.4062152091046633,0.14422231404471592,1,0,0.0,0
2,structured,4,7,1.025,10,10,2.0,2.0,0,0,0.0,136.37949418317672,860.0198179925482,0.44984311215105416,0.06996188952374938,0,0,0.0,0
2,structured,4,8,1.1,3,9,0.95,1.85,6,1,4.990442111015739,141.36993629419246,859.3675244965269,0.4977986447670474,-0.17048371075547075,2,0,0.0,0
2,structured,4,9,1.175,3,9,0.95,1.85,6,1,8.923641877904828,145.30313606108155,858.991857505572,0.55021630100139,-0.2382597614121994,15,0,0.0,0
2,structured,4,10,1.25,3,10,0.95,2.0,7,1,7.881073550916966,164.5821784207996,1058.6671883232734,0.606463065549723,-0.13921063781520687,0,0,0.0,0
2,structured,4,11,1.325,5,10,1.25,2.0,5,1,3.99915772341771,167.7023148726984,1057.7581950583744,0.6662028833054155,-0.20740337529987263,10,0,0.0,0
2,structured,4,12,1.4,4,9,1.1,1.85,5,1,23.720832130371804,180.42193700025445,1056.1740312942984,0.7290705721797511,-0.4181463704761359,9,0,0.0,0
2,structured,4,13,1.475,5,10,1.25,2.0,5,1,22.93304557412651,179.13791725170069,1051.6399882656647,0.7992062515644293,-0.2837546923121186,26,0,0.0,0
2,structured,4,14,1.55,5,10,1.25,2.0,5,1,28.485524505755762,184.69039618332994,1051.2082538711059,0.8782410710412789,-0.3042391852879558,4,0,0.0,0
2,structured,4,15,1.625,4,10,1.1,2.0,6,1,29.995930132575836,184.04304291277606,1153.5664811537958,0.9652282247423142,-0.3229065931341497,0,0,0.0,0
2,structured,4,16,1.7,5,0,1.25,0.5,5,1,81.13637405899215,194.58428746107143,1190.2108142846016,1.0593501400855236,2.3786989251024337,8,0,0.0,1
2,structured,4,17,1.775,5,0,1.25,0.5,5,1,86.65934998725274,200.10726338933202,1303.270413873496,1.1597830665742312,2.568831327159459,0,0,0.0,1
2,structured,4,18,1.85,6,0,1.4,0.5,6,1,93.05991314243744,210.4410263114058,1439.971218578498,1.2659304345217641,2.759377280931125,0,0,0.0,1
2,structured,4,19,1.925,6,0,1.4,0.5,6,1,109.07652881291773,226.45764198188613,1605.5500878285648,1.3770366531916816,2.9496650471556,0,0,0.0,1
2,structured,4,20,2.0,6,0,1.4,0.5,6,1,102.9815174196716,231.40684744922828,1970.987594296087,1.4949807286507701,3.1435200422948,0,0,0.0,1
2,structured,5,0,0.5,10,10,2.0,2.0,0,0,0.0,80.12622074726534,466.63829881281265,0.32686332181603517,0.6728962264045468,2,0,0.0,0
2,structured,5,1,0.575,10,10,2.0,2.0,0,0,0.0,83.28391889047518,575.1379816218445,0.3082120299292187,0.5866344966201646,0,0,0.0,0
2,structured,5,2,0.65,10,10,2.0,2.0,0,0,0.0,83.28391889047518,575.1438530242805,0.30235560255977806,0.5007389589602224,16,0,0.0,0
2,structured,5,3,0.725,10,10,2.0,2.0,0,0,0.0,89.07255581446785,574.9512260700892,0.30966589967264224,0.41820569641648786,3,0,0.0,0
2,structured,5,4,0.8,2,10,0.8,2.0,8,1,1.4701673314486357,90.54272314591645,574.9400613896719,0.32928636447856363,0.33630946965423214,2,0,0.0,0
2,structured,5,5,0.875,2,8,0.8,1.7,6,1,9.618798229625895,92.90271712010104,574.5453866302026,0.35970857879868123,-0.08848064549362744,1,0,0.0,0
2,structured,5,6,0.95,3,10,0.95,2.0,7,1,4.67749830749824,101.82133218092537,706.2211117045355,0.39877353645084024,0.17304180836161948,2,0,0.0,0
2,structured,5,7,1.025,3,10,0.95,2.0,7,1,9.667115684142772,106.8109495575699,706.1522044713067,0.44317850669797637,0.0982950999588739,15,0,0.0,0
2,structured,5,8,1.1,3,9,0.95,1.85,6,1,16.304079528652153,113.44791340207928,705.5399453826627,0.49220246539918816,-0.14222064937999485,10,0,0.0,0
2,structured,5,9,1.175,3,9,0.95,1.85,6,1,20.237279295541242,117.38111316896837,705.1803806937821,0.5458119884811062,-0.20937724738916896,20,0,0.0,0
2,structured,5,10,1.25,3,10,0.95,2.0,7,1,21.774053057436078,128.42533002955668,866.2356254962297,0.6034864715736937,-0.11036770705017027,9,0,0.0,0
2,structured,5,11,1.325,3,10,0.95,2.0,7,1,21.334266836586607,129.6938535895208,865.4270212350845,0.6645246819015752,-0.1742436820351047,4,0,0.0,0
2,structured,5,12,1.4,4,9,1.1,1.85,5,1,32.70238917744166,139.35366614956223,864.0142371564102,0.7316055993114123,-0.35765479888281293,8,0,0.0,0
2,structured,5,13,1.475,4,10,1.1,2.0,6,1,36.40624895278151,136.37949418317672,859.9153149249338,0.8073848561422045,-0.22420492344151166,8,0,0.0,0
2,structured,5,14,1.55,4,10,1.1,2.0,6,1,39.85722981966322,139.8304750500584,859.525560796946,0.8909246988284388,-0.24715168968180057,0,0,0.0,0
2,structured,5,15,1.625,4,10,1.1,2.0,6,1,40.55864613186125,156.70110486988264,1059.0327167714731,0.9822749751085915,-0.2657958234004132,0,0,0.0,0
2,structured,5,16,1.7,5,10,1.25,2.0,5,1,47.560698411259295,163.70315714928068,1058.415644061118,1.079994236395409,-0.2843750800179443,0,0,0.0,0
2,structured,5,17,1.775,5,9,1.25,1.85,4,1,40.062412939552786,156.2048716775742,1052.9864999216304,1.1833682348765096,-0.4157356091151536,0,0,0.0,0
2,structured,5,18,1.85,5,0,1.25,0.5,5,1,80.84264250191481,154.04711278020025,1155.8893745610162,1.2927641375911207,2.814225939460841,0,0,0.0,1
2,structured,5,19,1.925,6,0,1.4,0.5,6,1,89.88980680781424,163.09427708609968,1332.307843420458,1.407194221806944,3.0060076260935755,0,0,0.0,1
2,structured,5,20,2.0,5,0,1.25,0.5,5,1,89.13064029848206,169.2568610457474,1635.821795572692,1.5263371916678907,3.1980615500794176,0,0,0.0,1
2,structured,6,0,0.5,1,10,0.65,2.0,9,1,6.867493930264757,28.18440326732169,151.13215707443223,0.33746169442250695,0.7170260704701166,2,0,0.0,0
2,structured,6,1,0.575,1,10,0.65,2.0,9,1,9.703662779447583,34.63477684160214,192.415509982827,0.3138035744694056,0.6295450719207432,0,0,0.0,0
2,structured,6,2,0.65,1,10,0.65,2.0,9,1,12.964432624975828,37.895546687130384,192.42462721579886,0.30316991700115187,0.5422170807147668,19,0,0.0,0
2,structured,6,3,0.725,2,10,0.8,2.0,8,1,12.496308194468753,40.65251049389748,242.4232776180056,0.30694935079467206,0.45507423663133284,2,0,0.0,0
2,structured,6,4,0.8,2,10,0.8,2.0,8,1,19.5765232022559,47.732725501684634,242.41340117277574,0.3245942501807052,0.36957222239274357,1,0,0.0,0
2,structured,6,5,0.875,2,10,0.8,2.0,8,1,23.60483311055644,51.76103540998517,242.388208917609,0.35408648530583736,0.2852051122991614,2,0,0.0,0
2,structured,6,6,0.95,2,10,0.8,2.0,8,1,26.987642726219335,57.968563983129584,303.0411160492565,0.3927544712002795,0.20345309968569497,20,0,0.0,0
2,structured,6,7,1.025,2,10,0.8,2.0,8,1,30.29712168759488,61.27804294450513,302.9688398422957,0.438719295303067,0.12249173841797015,25,0,0.0,0
2,structured,6,8,1.1,3,10,0.95,2.0,7,1,34.53774968116652,68.85993837448918,377.00452135472904,0.48877168212211164,0.050274137813791836,13,0,0.0,0
2,structured,6,9,1.175,3,10,0.95,2.0,7,1,38.88228158496278,73.20447027828544,376.86941069973795,0.543262983689465,-0.018898343235947287,3,0,0.0,0
2,structured,6,10,1.25,3,10,0.95,2.0,7,1,41.70409265324773,80.12622074726534,466.3501002103347,0.6018758492823119,-0.08742948900062686,6,0,0.0,0
2,structured,6,11,1.325,3,10,0.95,2.0,7,1,41.26430643239826,83.28391889047516,574.8380802004039,0.6655101644436333,-0.11957811555775533,7,0,0.0,0
2,structured,6,12,1.4,4,10,1.1,2.0,6,1,47.05294335639093,89.07255581446783,574.6454900923679,0.7380857056045287,-0.14433644223942255,0,0,0.0,0
2,structured,6,13,1.475,4,10,1.1,2.0,6,1,52.01755109857881,97.14383387342713,706.0032552929669,0.8188188663313698,-0.16802494925803868,0,0,0.0,0
2,structured,6,14,1.55,4,10,1.1,2.0,6,1,55.4685319654605,100.59481474030882,705.6669670081799,0.9065383978934743,-0.1911129059906942,0,0,0.0,0
2,structured,6,15,1.625,4,10,1.1,2.0,6,1,58.10347831646,106.6512769721206,866.5295418247548,1.0006884016771287,-0.21323598951318434,0,0,0.0,0
2,structured,6,16,1.7,4,10,1.1,2.0,6,1,59.811788097273606,108.3595867529342,865.98829528246,1.1016352667262521,-0.23175661178206863,0,0,0.0,0
2,structured,6,17,1.775,5,9,1.25,1.85,4,1,51.42544657473462,99.97324523039521,861.0100184143957,1.2088774730546268,-0.3609637236997063,0,0,0.0,0
2,structured,6,18,1.85,5,10,1.25,2.0,5,1,63.228666865282634,116.14245873802139,1060.99740867494,1.3213056934385818,-0.25740007575741286,0,0,0.0,0
2,structured,6,19,1.925,6,0,1.4,0.5,6,1,71.9189411328151,89.93628473253207,1131.6797782746685,1.4381842090845443,3.061025123641607,0,0,0.0,1
2,structured,6,20,2.0,5,0,1.25,0.5,5,1,75.0475877133415,96.36449705039843,1389.4807551836652,1.5594877064963173,3.2532582985450773,0,0,0.0,1
2,structured,7,0,0.5,0,0,0.5,0.5,0,0,0.0,0.0,11.061817162249753,0.3537903467679165,0.2643811872373574,2,2,1.0,1
2,structured,7,1,0.575,1,0,0.65,0.5,1,1,1.429709824048821,1.429709824048821,16.00560843519237,0.325447751207554,0.3465269348906208,0,0,0.0,1
2,structured,7,2,0.65,1,0,0.65,0.5,1,1,2.9322834916964453,2.9322834916964453,22.231149772933612,0.3097356236109506,0.4375568419021114,21,0,0.0,1
2,structured,7,3,0.725,1,0,0.65,0.5,1,1,4.431820948969644,4.431820948969644,29.891436243038342,0.3086649457895245,0.5363804606062486,1,0,0.0,1
2,structured,7,4,0.8,1,0,0.65,0.5,1,1,5.8736333198421065,5.8736333198421065,39.15289228504442,0.32254529058155373,0.6419479483030566,2,0,0.0,1
2,structured,7,5,0.875,2,0,0.8,0.5,2,1,7.442918870566899,7.442918870566899,50.19940549073959,0.3498101568174776,0.7532527923607875,45,0,0.0,1
2,structured,7,6,0.95,2,0,0.8,0.5,2,1,10.398660019931405,10.398660019931405,63.23217198382997,0.38793491014350534,0.8693045380796569,10,0,0.0,1
2,structured,7,7,1.025,2,0,0.8,0.5,2,1,13.181969722919256,13.181969722919256,78.50160424026797,0.43431181225925564,0.9893910076076802,6,0,0.0,1
2,structured,7,8,1.1,2,0,0.8,0.5,2,1,15.733007438348125,15.733007438348125,96.77128386818563,0.4864551952874084,1.116163702187131,13,0,0.0,1
2,structured,7,9,1.175,2,0,0.8,0.5,2,1,18.017343599716973,18.017343599716973,119.38905063207346,0.5417380973762416,1.2538271038981836,0,0,0.0,1
2,structured,7,10,1.25,3,0,0.95,0.5,3,1,21.316909337056927,21.316909337056927,150.81740943068303,0.6017860851353322,1.4190772565410983,0,0,0.0,1
2,structured,7,11,1.325,3,0,0.95,0.5,3,1,24.931114062154563,24.931114062154563,192.08598052298004,0.6705528000587131,1.601540065310429,0,0,0.0,1
2,structured,7,12,1.4,3,0,0.95,0.5,3,1,28.156202299428728,28.156202299428728,242.08394506502407,0.747629083883106,1.7853023799882495,0,0,0.0,1
2,structured,7,13,1.475,3,0,0.95,0.5,3,1,30.980921256910243,30.980921256910243,302.7809237698061,0.8321580581533726,1.9706263605559302,0,0,0.0,1
2,structured,7,14,1.55,4,0,1.1,0.5,4,1,34.32218869332265,34.32218869332265,376.9115774285298,0.9239029869085342,2.158376024375186,0,0,0.0,1
2,structured,7,15,1.625,4,0,1.1,0.5,4,1,38.42212809401761,38.42212809401761,466.5855718004718,1.021667320645474,2.346523539634222,0,0,0.0,1
2,structured,7,16,1.7,4,0,1.1,0.5,4,1,42.01961245807691,42.01961245807691,575.2336740777203,1.1249110641911773,2.5353079415596724,0,0,0.0,1
2,structured,7,17,1.775,4,0,1.1,0.5,4,1,45.12628277484831,45.12628277484831,706.8462521822396,1.2332014252968646,2.724605459048977,0,0,0.0,1
2,structured,7,18,1.85,5,0,1.25,0.5,5,1,48.54779865566059,48.54779865566059,868.1460014589345,1.3473445176730448,2.9163754225111944,0,0,0.0,1
2,structured,7,19,1.925,5,0,1.25,0.5,5,1,52.913791872738756,52.913791872738756,1064.6029835019701,1.466423876341345,3.1091070073391673,0,0,0.0,1
2,structured,7,20,2.0,5,0,1.25,0.5,5,1,56.69760713183363,56.69760713183363,1303.1693271982947,1.589851805858388,3.302109803545191,0,0,0.0,1
2,unconstrained,0,0,0.5,10,10,2.0,2.0,0,0,0.0,34.51946799463525,59.61063988230603,0.8793167897795664,-0.4151898802363836,3,1,0.3333333333333333,1
2,unconstrained,0,1,0.575,10,10,2.0,2.0,0,0,0.0,24.684016353329298,49.57650229566639,0.80901221550684,-0.3914146129143252,5,2,0.4,1
2,unconstrained,0,2,0.65,10,10,2.0,2.0,0,0,0.0,24.684016353329298,49.552308727847446,0.7452909120976347,-0.371335060545249,4,3,0.75,1
2,unconstrained,0,3,0.725,10,10,2.0,2.0,0,0,0.0,22.784405674733875,46.47251252473336,0.6843758444265919,-0.3557851250770725,4,2,0.5,1
