seed,model,t,ref_bin,ref_price,true_action,chosen_action,true_price,chosen_price,price_index_error,wrong_action,action_regret,policy_regret,inmodel_optimism,demand_log_rmse,demand_log_error_at_chosen,state_visit_count,selected_support_count,selected_support_share,selected_in_topk_support
0,structured,4,3,0.725,10,10,2.0,2.0,0,0,0.0,139.35366614956226,830.970904981227,0.33000409503533984,0.3191680174438791,3,0,0.0,0
0,structured,4,4,0.8,10,10,2.0,2.0,0,0,0.0,139.35366614956223,830.959901829397,0.3514066089992476,0.25116207611403185,2,0,0.0,0
0,structured,4,5,0.875,10,8,2.0,1.7,2,1,9.967308000547831,139.66116159006864,831.7422666220975,0.37996329155709874,-0.1561409523377676,1,0,0.0,0
0,structured,4,6,0.95,10,10,2.0,2.0,0,0,0.0,136.37949418317672,827.5189997361606,0.4148404486859606,0.1169166608413798,1,0,0.0,0
0,structured,4,7,1.025,10,10,2.0,2.0,0,0,0.0,136.37949418317672,827.4594292129079,0.4536153477436349,0.05625903755293188,0,0,0.0,0
0,structured,4,8,1.1,3,9,0.95,1.85,6,1,4.990442111015739,141.36993629419246,826.845994029255,0.4953876467425118,-0.1644584192664968,0,0,0.0,0
0,structured,4,9,1.175,3,9,0.95,1.85,6,1,8.923641877904828,145.30313606108155,826.5458259589793,0.5433501624370904,-0.21143810317314116,9,0,0.0,0
0,structured,4,10,1.25,3,10,0.95,2.0,7,1,7.881073550916966,164.5821784207996,1020.5496222145697,0.5963780887416247,-0.08458371690463962,0,0,0.0,0
0,structured,4,11,1.325,5,10,1.25,2.0,5,1,3.99915772341771,167.7023148726984,1019.7674650111485,0.6550024273417177,-0.12361213147435735,11,0,0.0,0
0,structured,4,12,1.4,4,9,1.1,1.85,5,1,23.720832130371804,180.42193700025445,1018.4633731970312,0.7192999445027891,-0.323884272829162,9,0,0.0,0
0,structured,4,13,1.475,5,10,1.25,2.0,5,1,22.93304557412651,179.13791725170069,1013.8663895947051,0.7889895065618995,-0.1958173466926868,26,0,0.0,0
0,structured,4,14,1.55,5,10,1.25,2.0,5,1,28.485524505755762,184.69039618332994,1013.4507789718139,0.8637952896062537,-0.2285216593082139,12,0,0.0,0
0,structured,4,15,1.625,4,10,1.1,2.0,6,1,29.995930132575836,171.88336100571237,1051.7583977479376,0.9435016715996208,-0.25841531945764884,1,0,0.0,0
0,structured,4,16,1.7,5,0,1.25,0.5,5,1,81.13637405899215,194.58428746107143,1130.5726676874547,1.027943250279257,2.3194638006384025,7,0,0.0,1
0,structured,4,17,1.775,5,0,1.25,0.5,5,1,86.65934998725274,200.10726338933202,1222.0579264560365,1.1169965381332636,2.4845918943599763,0,0,0.0,1
0,structured,4,18,1.85,6,0,1.4,0.5,6,1,93.05991314243744,210.4410263114058,1330.1609288736984,1.2105580817355914,2.650419523515608,0,0,0.0,1
