method,n_runs,mean_nv,median_nv,mean_unseen_rate,mean_behavior_prob
Bandit IPS support top3,10,0.168126096201984,0.13295912753480754,0.0,0.8031652633467379
Bandit DR support top3,10,0.1559583722573811,0.1449465813302893,0.0,0.803004866012772
Bandit DM support top3,10,0.15520100346877025,0.14658996451979356,0.0,0.8053257317060811
"Bandit oracle (myopic, true R)",10,0.0,0.0,0.00215625,0.8499346323263424
Bandit DR,10,-1.3645971856188204,-1.8085011537203617,0.9704062499999999,0.019278875399890566
Bandit DM,10,-1.3695544271522084,-1.8085011537203617,0.9698437500000001,0.020591426671424613
Bandit IPS,10,-3.2744912170000147,-3.339737184969792,0.999,0.0011661807580174927
