gate,cell_id,N,noise,seed,method,family,v_policy,v_behaviour_expected,v_optimal_same_start,nv,selected_unseen_rate,mean_behavior_prob,mean_logged_count,support_mask,bandit_updates,w_clip
gate2D_bandit,N400_noise0p5,400,0.5,0,Bandit DM,Bandit,397.88133801473884,421.48917105942843,479.2131268458336,-0.4089780875732979,0.9625,0.025426807119505995,0.4525,none,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,0,Bandit DM support top3,Bandit,429.7697075502331,421.48917105942843,479.2131268458336,0.14345060690997963,0.0,0.7820351620236488,31.3275,top3,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,0,Bandit IPS,Bandit,182.81563033515465,421.48917105942843,479.2131268458336,-4.134739857528699,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,0,Bandit IPS support top3,Bandit,428.70313712393346,421.48917105942843,479.2131268458336,0.12497352210577407,0.0,0.8300806165691035,33.31,top3,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,0,Bandit DR,Bandit,404.73431921815745,421.48917105942843,479.2131268458336,-0.2902582058524997,0.931875,0.053721249047981715,1.2134375,none,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,0,Bandit DR support top3,Bandit,429.1074364917427,421.48917105942843,479.2131268458336,0.13197753564402265,0.0,0.7793520118404987,30.7975,top3,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,0,"Bandit oracle (myopic, true R)",Bandit,421.48917105942843,421.48917105942843,479.2131268458336,0.0,0.0,0.8602517238392546,37.2453125,none,,
gate2D_bandit,N400_noise0p5,400,0.5,1,Bandit DM,Bandit,405.8162686838022,422.7909092428097,479.07216495487467,-0.3016037994221338,0.93625,0.043319293319293316,1.0046875,none,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,1,Bandit DM support top3,Bandit,430.7201325519166,422.7909092428097,479.07216495487467,0.14088568580759556,0.0,0.7857354329855621,35.81625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,1,Bandit IPS,Bandit,282.2020643609203,422.7909092428097,479.07216495487467,-2.4979692279991434,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,1,Bandit IPS support top3,Bandit,431.22189138086264,422.7909092428097,479.07216495487467,0.1498008889706706,0.0,0.7769775953176121,35.158125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,1,Bandit DR,Bandit,405.8162686838022,422.7909092428097,479.07216495487467,-0.3016037994221338,0.93625,0.043319293319293316,1.0046875,none,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,1,Bandit DR support top3,Bandit,430.7201325519166,422.7909092428097,479.07216495487467,0.14088568580759556,0.0,0.7857354329855621,35.81625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,1,"Bandit oracle (myopic, true R)",Bandit,422.7909092428097,422.7909092428097,479.07216495487467,0.0,0.0,0.8535035002881634,41.3390625,none,,
gate2D_bandit,N400_noise0p5,400,0.5,2,Bandit DM,Bandit,311.9296144627662,417.1824539201058,474.5590275047475,-1.8344218359792945,0.9871875,0.008455034588777862,0.1546875,none,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,2,Bandit DM support top3,Bandit,424.47597330193634,417.1824539201058,474.5590275047475,0.12711667717611566,0.0,0.815110289792192,38.390625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,2,Bandit IPS,Bandit,276.926803637312,417.1824539201058,474.5590275047475,-2.444475881361042,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,2,Bandit IPS support top3,Bandit,425.0563382369357,417.1824539201058,474.5590275047475,0.13723169274328265,0.0,0.8096416311288739,37.7934375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,2,Bandit DR,Bandit,311.9296144627662,417.1824539201058,474.5590275047475,-1.8344218359792945,0.9871875,0.008455034588777862,0.1546875,none,2000.0,10.0
gate2D_bandit,N400_noise0p5,400,0.5,2,Bandit DR support top3,Bandit,424.1521356363999,417.1824539201058,474.5590275047475,0.12147260250758057,0.0,0.8139917382048906,35.34125,top3,2000.0,10.0
