gate,cell_id,N,noise,seed,method,family,v_policy,v_behaviour_expected,v_optimal_same_start,nv,selected_unseen_rate,mean_behavior_prob,mean_logged_count,support_mask,target_q95,qdt_mode,qdt_denoise,cql_updates,cql_alpha,iql_updates,iql_expectile,iql_awr_beta,iql_weight_clip,iql_final_q_loss,iql_final_v_loss,iql_final_pi_loss,iql_mean_adv_weight,bandit_updates,w_clip
gate2E_family,N400_noise0p2,400,0.2,3,Estimate-then-optimise unconstrained learned-transition,EtO,465.47228602461286,423.10474053664757,479.3865548020198,0.7527750489385377,0.5040625,0.4218824802604707,17.563125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,3,Estimate-then-optimise unconstrained learned-transition support top3,EtO,472.498620086942,423.10474053664757,479.3865548020198,0.8776170454882504,0.0,0.7003413416121961,27.286875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,3,Estimate-then-optimise unconstrained empirical-transition,EtO,412.6745849276153,423.10474053664757,479.3865548020198,-0.1853201739349313,0.66,0.2617160688635254,4.3190625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,3,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,478.1101838807309,423.10474053664757,479.3865548020198,0.9773217878998937,0.0,0.7741818144012818,28.6175,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Behaviour cloning,BC,444.9957918116728,427.25459431293825,483.248496641775,0.3168415981180486,0.0259375,0.8606825156432268,43.735625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Behaviour cloning support top3,BC,446.4763118228693,427.25459431293825,483.248496641775,0.3432823345129123,0.0,0.8770662986163209,45.9403125,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise structured,EtO,176.54698881179374,427.25459431293825,483.248496641775,-4.477409058379393,0.8415625,0.19450812908300708,3.6909375,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise structured support top3,EtO,476.1071902627451,427.25459431293825,483.248496641775,0.8724627846601771,0.0,0.7271833482989194,26.13875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise structured learned-transition,EtO,162.0932148026742,427.25459431293825,483.248496641775,-4.735540272814788,0.8684375,0.1776178894634777,2.635625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise structured learned-transition support top3,EtO,453.0588392502509,427.25459431293825,483.248496641775,0.460840267673638,0.0,0.8101060242480165,45.0078125,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise structured empirical-transition,EtO,244.4253572736708,427.25459431293825,483.248496641775,-3.265163338064238,0.850625,0.10982712475423,2.7928125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise structured empirical-transition support top3,EtO,470.0088494821482,427.25459431293825,483.248496641775,0.7635519831807046,0.0,0.747468012148681,29.1871875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise unconstrained,EtO,464.82492247904366,427.25459431293825,483.248496641775,0.6709717773457768,0.6375,0.3339617021679252,9.129375,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise unconstrained support top3,EtO,482.79158532281843,427.25459431293825,483.248496641775,0.991839980784457,0.0,0.7632197634681226,27.671875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise unconstrained learned-transition,EtO,455.9751279044005,427.25459431293825,483.248496641775,0.5129225218630857,0.4834375,0.4573172444076877,18.6565625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise unconstrained learned-transition support top3,EtO,481.0729429629147,427.25459431293825,483.248496641775,0.9611465965332462,0.0,0.7359903353793195,30.484375,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise unconstrained empirical-transition,EtO,414.36758978042906,427.25459431293825,483.248496641775,-0.23015014129266034,0.786875,0.13680631738225837,3.57875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,4,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,482.79158532281843,427.25459431293825,483.248496641775,0.991839980784457,0.0,0.7632197634681226,27.671875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Behaviour cloning,BC,439.6069509714236,420.5620190232593,478.5366511066638,0.3285045762906357,0.0634375,0.7941630738928009,37.256875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Behaviour cloning support top3,BC,432.17615990537183,420.5620190232593,478.5366511066638,0.20033142884639568,0.0,0.8558146296129542,43.5771875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise structured,EtO,175.23598041173327,420.5620190232593,478.5366511066638,-4.231610099027294,0.8725,0.16229159914605115,2.906875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise structured support top3,EtO,472.4246805810767,420.5620190232593,478.5366511066638,0.8945750873107021,0.0,0.723735372437597,23.9703125,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise structured learned-transition,EtO,159.93786780478598,420.5620190232593,478.5366511066638,-4.495486074728853,0.8809375,0.14637053130783295,2.3165625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise structured learned-transition support top3,EtO,450.4593596303553,420.5620190232593,478.5366511066638,0.5156969442097463,0.0,0.7938931987129927,44.6375,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise structured empirical-transition,EtO,229.9768492942413,420.5620190232593,478.5366511066638,-3.2873890334454408,0.816875,0.15283675613032183,3.8915625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise structured empirical-transition support top3,EtO,466.5157734470667,420.5620190232593,478.5366511066638,0.7926527995502687,0.0,0.7146969555428703,28.9865625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise unconstrained,EtO,463.8075445799774,420.5620190232593,478.5366511066638,0.7459387667092643,0.575625,0.3641089396284829,12.8453125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise unconstrained support top3,EtO,477.8710022823751,420.5620190232593,478.5366511066638,0.9885182742801879,0.0,0.7885787452858253,30.83625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise unconstrained learned-transition,EtO,455.827248716749,420.5620190232593,478.5366511066638,0.6082872529963764,0.4490625,0.4880999513322308,18.413125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise unconstrained learned-transition support top3,EtO,470.9376484478853,420.5620190232593,478.5366511066638,0.8689253836428615,0.0,0.7271920540068502,32.0421875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise unconstrained empirical-transition,EtO,411.1747253069505,420.5620190232593,478.5366511066638,-0.1619207121970849,0.5796875,0.27782866983919596,5.235625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,5,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,477.8710022823751,420.5620190232593,478.5366511066638,0.9885182742801879,0.0,0.7885787452858253,30.83625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Behaviour cloning,BC,460.15678912230373,421.9223253169368,478.38659087731315,0.6771444457111272,0.1284375,0.7034325429477772,46.33,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Behaviour cloning support top3,BC,458.8425182225564,421.9223253169368,478.38659087731315,0.6538682924360616,0.0,0.8311478081740579,43.661875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise structured,EtO,237.2913469691987,421.9223253169368,478.38659087731315,-3.269873016418057,0.86875,0.10069744010229445,2.855,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise structured support top3,EtO,459.7685676949032,421.9223253169368,478.38659087731315,0.6702689214561377,0.0,0.6281386035629487,32.813125,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise structured learned-transition,EtO,237.81065465040098,421.9223253169368,478.38659087731315,-3.2606759131519754,0.88,0.09290994397840303,2.410625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise structured learned-transition support top3,EtO,449.37557502044984,421.9223253169368,478.38659087731315,0.4862057343889069,0.0,0.7192864123544086,41.95375,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise structured empirical-transition,EtO,255.9685749244088,421.9223253169368,478.38659087731315,-2.9390934026242883,0.88,0.08494422040514087,2.410625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise structured empirical-transition support top3,EtO,475.48084432772464,421.9223253169368,478.38659087731315,0.9485383096592048,0.0,0.7082108285337089,24.45375,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise unconstrained,EtO,454.435244520438,421.9223253169368,478.38659087731315,0.5758140813632944,0.556875,0.391676338575332,13.8721875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise unconstrained support top3,EtO,478.0662967408549,421.9223253169368,478.38659087731315,0.9943274895497266,0.0,0.7774717348178684,28.2865625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise unconstrained learned-transition,EtO,435.31736354626054,421.9223253169368,478.38659087731315,0.23723036324630203,0.468125,0.48811429460822936,18.0034375,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise unconstrained learned-transition support top3,EtO,470.06869380729114,421.9223253169368,478.38659087731315,0.8526874123399725,0.0,0.724609962201653,28.558125,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise unconstrained empirical-transition,EtO,410.6703806277155,421.9223253169368,478.38659087731315,-0.19927549889389404,0.646875,0.2745056178917057,4.878125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,6,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,478.0662967408549,421.9223253169368,478.38659087731315,0.9943274895497266,0.0,0.7774717348178684,28.2865625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Behaviour cloning,BC,430.81937218401714,418.644374990045,476.3341035189663,0.2110427194655376,0.046875,0.8236082391827856,47.3425,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Behaviour cloning support top3,BC,428.6428915100734,418.644374990045,476.3341035189663,0.17331536783044357,0.0,0.8624394007349362,52.891875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise structured,EtO,177.01451285442752,418.644374990045,476.3341035189663,-4.188438189902079,0.82375,0.19181705008854444,3.905,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise structured support top3,EtO,474.5316272387476,418.644374990045,476.3341035189663,0.9687556810166812,0.0,0.7452080487183922,24.61125,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise structured learned-transition,EtO,161.889817251106,418.644374990045,476.3341035189663,-4.450611300939325,0.8978125,0.12280651993041374,1.0834375,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise structured learned-transition support top3,EtO,447.5445245385474,418.644374990045,476.3341035189663,0.500958321098947,0.0,0.7913292206543318,50.5640625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise structured empirical-transition,EtO,231.43710449123958,418.644374990045,476.3341035189663,-3.2450710945008816,0.8015625,0.14730562109656348,3.4171875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise structured empirical-transition support top3,EtO,467.56440528088916,418.644374990045,476.3341035189663,0.8479851013048075,0.0,0.7256363543956607,26.5434375,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise unconstrained,EtO,461.7831386030285,418.644374990045,476.3341035189663,0.7477719988118328,0.575,0.3592365384615385,9.5903125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise unconstrained support top3,EtO,475.8989498818649,418.644374990045,476.3341035189663,0.992456999743321,0.0,0.7509812823040951,26.1415625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise unconstrained learned-transition,EtO,454.3569179116859,418.644374990045,476.3341035189663,0.6190450853610333,0.4496875,0.45424666406684566,17.2921875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise unconstrained learned-transition support top3,EtO,472.3302090075852,418.644374990045,476.3341035189663,0.9305960590649369,0.0,0.7215938469796334,29.69,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise unconstrained empirical-transition,EtO,409.03605140003725,418.644374990045,476.3341035189663,-0.16655172133789528,0.70375,0.15824340220074817,3.825,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,7,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,475.8989498818649,418.644374990045,476.3341035189663,0.992456999743321,0.0,0.7509812823040951,26.1415625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Behaviour cloning,BC,448.2196181482966,422.931340639083,479.95114040875427,0.44349993530956605,0.049375,0.7775206517334372,39.5246875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Behaviour cloning support top3,BC,442.56871795591053,422.931340639083,479.95114040875427,0.34439576070333083,0.0,0.8340621241499098,56.0159375,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise structured,EtO,188.51108374851282,422.931340639083,479.95114040875427,-4.111207998581183,0.8596875,0.1617223956414938,2.86875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise structured support top3,EtO,474.7381089126387,422.931340639083,479.95114040875427,0.9085750648516246,0.0,0.7446129238533448,30.23875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise structured learned-transition,EtO,177.91785260319548,422.931340639083,479.95114040875427,-4.296989625105797,0.901875,0.12373807355793975,1.3103125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise structured learned-transition support top3,EtO,450.6854112011291,422.931340639083,479.95114040875427,0.48674444095134245,0.0,0.7762159805730903,49.215,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise structured empirical-transition,EtO,242.18639461250208,422.931340639083,479.95114040875427,-3.169862867928181,0.8546875,0.10755722870032364,2.65375,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise structured empirical-transition support top3,EtO,478.1462228658184,422.931340639083,479.95114040875427,0.9683457754985682,0.0,0.780130458971607,31.1625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise unconstrained,EtO,453.32385663355205,422.931340639083,479.95114040875427,0.5330168839111706,0.8771875,0.09558850644276724,2.2265625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise unconstrained support top3,EtO,477.75847407868815,422.931340639083,479.95114040875427,0.9615455273620166,0.0,0.7598442799338074,31.9934375,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise unconstrained learned-transition,EtO,436.9369906566919,422.931340639083,479.95114040875427,0.245627835842708,0.59,0.3255848329914685,9.7425,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise unconstrained learned-transition support top3,EtO,477.17919831693257,422.931340639083,479.95114040875427,0.9513863236451404,0.0,0.7553419461619852,32.5996875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise unconstrained empirical-transition,EtO,411.5248319346662,422.931340639083,479.95114040875427,-0.20004469939376826,0.7828125,0.15235348105414973,4.698125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,8,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,479.47247140794263,422.931340639083,479.95114040875427,0.9916052142809131,0.0,0.7844871370766646,31.1778125,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Behaviour cloning,BC,442.4718783995957,423.45525105741876,479.20761072352025,0.3410909862123634,0.0503125,0.7912891989747921,41.1675,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Behaviour cloning support top3,BC,439.13941001403595,423.45525105741876,479.20761072352025,0.28131829846393847,0.0,0.8513594640492846,50.13875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise structured,EtO,177.09556962914058,423.45525105741876,479.20761072352025,-4.418820708284203,0.854375,0.16889594723353085,2.92125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise structured support top3,EtO,477.2924348814012,423.45525105741876,479.20761072352025,0.9656485240519158,0.0,0.7701952868659725,28.90875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise structured learned-transition,EtO,162.27544912789605,423.45525105741876,479.20761072352025,-4.684641215075334,0.9153125,0.13229220443985543,1.0328125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise structured learned-transition support top3,EtO,450.01591282355514,423.45525105741876,479.20761072352025,0.4764042620833818,0.0,0.7958586786357751,46.5690625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise structured empirical-transition,EtO,233.09780090696245,423.45525105741876,479.20761072352025,-3.4143388959767624,0.8096875,0.16056776670078798,3.7084375,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise structured empirical-transition support top3,EtO,468.43625477086186,423.45525105741876,479.20761072352025,0.8067999988311243,0.0,0.7415345102998772,31.57875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise unconstrained,EtO,464.7359933230868,423.45525105741876,479.20761072352025,0.7404304053298668,0.5571875,0.3760064935719457,11.4615625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise unconstrained support top3,EtO,478.8364192984169,423.45525105741876,479.20761072352025,0.9933421396452743,0.0,0.7714792068933136,28.64875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise unconstrained learned-transition,EtO,465.296565241269,423.45525105741876,479.20761072352025,0.7504850814285902,0.518125,0.4205151123074911,15.7290625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise unconstrained learned-transition support top3,EtO,475.5909357149644,423.45525105741876,479.20761072352025,0.9351296513687323,0.0,0.7322538667170694,28.9475,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise unconstrained empirical-transition,EtO,412.90589450583155,423.45525105741876,479.20761072352025,-0.18921811766832575,0.650625,0.27668304045624365,4.6471875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p2,400,0.2,9,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,478.8364192984169,423.45525105741876,479.20761072352025,0.9933421396452743,0.0,0.7714792068933136,28.64875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Behaviour cloning,BC,443.94358298679435,421.48917105942843,479.2131268458336,0.3889964161578523,0.06125,0.7597317446435388,37.631875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Behaviour cloning support top3,BC,440.03075330688625,421.48917105942843,479.2131268458336,0.3212112197588621,0.0,0.8335514963531386,49.6815625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise structured,EtO,171.64407150483618,421.48917105942843,479.2131268458336,-4.328274044126312,0.8740625,0.15284161335899035,2.965,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise structured support top3,EtO,474.8484732534956,421.48917105942843,479.2131268458336,0.9243874829284326,0.0,0.7194098777527879,23.65375,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise structured learned-transition,EtO,155.67996974878506,421.48917105942843,479.2131268458336,-4.604833429888487,0.899375,0.11182899751978699,1.29625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise structured learned-transition support top3,EtO,449.738040102149,421.48917105942843,479.2131268458336,0.48937860647058423,0.0,0.798291179512454,46.015,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise structured empirical-transition,EtO,235.95223751377233,421.48917105942843,479.2131268458336,-3.214210305201446,0.79125,0.17612462902954054,4.5928125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise structured empirical-transition support top3,EtO,465.69934737827526,421.48917105942843,479.2131268458336,0.7658895811374553,0.0,0.6978288953579462,25.64875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise unconstrained,EtO,464.8643153013548,421.48917105942843,479.2131268458336,0.7514236273485236,0.573125,0.369304967948718,10.040625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise unconstrained support top3,EtO,477.12883761415395,421.48917105942843,479.2131268458336,0.9638921275701878,0.0,0.7613896015382181,27.540625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise unconstrained learned-transition,EtO,467.12254646777467,421.48917105942843,479.2131268458336,0.7905448402947737,0.446875,0.46472724381715264,17.17375,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise unconstrained learned-transition support top3,EtO,468.4530016932999,421.48917105942843,479.2131268458336,0.8135934205141937,0.0,0.7512941739617526,31.3709375,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise unconstrained empirical-transition,EtO,412.3719372974685,421.48917105942843,479.2131268458336,-0.1579454082408396,0.58375,0.2582218258196244,4.6825,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,0,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,477.12883761415395,421.48917105942843,479.2131268458336,0.9638921275701878,0.0,0.7613896015382181,27.540625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Behaviour cloning,BC,447.3834012671611,422.7909092428097,479.07216495487467,0.4369570599164785,0.060625,0.815958887983985,41.3615625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Behaviour cloning support top3,BC,440.2454052044166,422.7909092428097,479.07216495487467,0.3101298245885659,0.0,0.872554773686461,53.495625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise structured,EtO,172.19539277394986,422.7909092428097,479.07216495487467,-4.452557308794014,0.8453125,0.1937338887976714,3.0746875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise structured support top3,EtO,473.8543127734805,422.7909092428097,479.07216495487467,0.9072896985794221,0.0,0.7427625268596404,24.8046875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise structured learned-transition,EtO,156.02769391919182,422.7909092428097,479.07216495487467,-4.739823444742934,0.8453125,0.21618133715816873,2.713125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise structured learned-transition support top3,EtO,448.4384856908128,422.7909092428097,479.07216495487467,0.4557036996334298,0.0,0.8048365171738283,48.76375,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise structured empirical-transition,EtO,230.45132924367223,422.7909092428097,479.07216495487467,-3.417471368854083,0.815,0.14946090174086535,3.3753125,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise structured empirical-transition support top3,EtO,460.5218588614113,422.7909092428097,479.07216495487467,0.6703999251834971,0.0,0.7122781210141129,28.8565625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise unconstrained,EtO,452.3107332381088,422.7909092428097,479.07216495487467,0.5245054258618999,0.890625,0.08600796828863812,1.7740625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise unconstrained support top3,EtO,477.72220495859,422.7909092428097,479.07216495487467,0.9760140391466909,0.0,0.7439027432273484,26.3321875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise unconstrained learned-transition,EtO,425.2890854790366,422.7909092428097,479.07216495487467,0.044387357826690996,0.883125,0.1067407239477065,2.490625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise unconstrained learned-transition support top3,EtO,475.41318025350716,422.7909092428097,479.07216495487467,0.9349875077399326,0.0,0.7164459115537647,27.6446875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise unconstrained empirical-transition,EtO,430.29085827526217,422.7909092428097,479.07216495487467,0.13325838127745843,0.5515625,0.3221229897063116,12.6246875,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,1,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,478.78931509075875,422.7909092428097,479.07216495487467,0.9949743505091113,0.0,0.7572742029223375,25.2321875,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,2,Behaviour cloning,BC,432.8805463964332,417.1824539201058,474.5590275047475,0.27359759385369437,0.0,0.865826996269132,56.9390625,none,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,2,Behaviour cloning support top3,BC,432.8805463964332,417.1824539201058,474.5590275047475,0.27359759385369437,0.0,0.865826996269132,56.9390625,top3,,,,,,,,,,,,,,,
gate2E_family,N400_noise0p5,400,0.5,2,Estimate-then-optimise structured,EtO,177.96222073894694,417.1824539201058,474.5590275047475,-4.169301480302966,0.848125,0.17222135830626395,2.884375,none,,,,,,,,,,,,,,,
