method,n_runs,mean_nv,median_nv,mean_unseen_rate,mean_behavior_prob
Bandit IPS support top3,10,0.1392109326738989,0.14074908113896,0.0,0.7753722815149612
Bandit DM support top3,10,0.13501496768737736,0.13229388849241358,0.0,0.7739494876604845
Bandit DR support top3,10,0.13276734813417454,0.13266767375949562,0.0,0.7700183116695942
"Bandit oracle (myopic, true R)",10,0.0,0.0,0.0,0.8486337769947481
Bandit DR,10,-1.0558914049324648,-1.0599266331983912,0.9584140624999999,0.028413399427760656
Bandit DM,10,-1.0921406996198542,-1.0748312735749657,0.9656953125,0.023494515866082644
Bandit IPS,10,-2.3345995597916884,-2.1431335896136785,0.9934687500000001,0.003789953977290911
