cell_id,N,noise,method,family,n_runs,mean_nv,std_nv,median_nv,mean_value,mean_unseen_rate,mean_behavior_prob
N400_noise0p05,400,0.05,Q-DT fixed td denoised support top3,Q-DT,10,0.9266760273747737,0.02007101231552416,0.9330419085779779,474.62190651113116,0.0,0.7550156941458144
N400_noise0p05,400,0.05,Q-DT fixed q_sa support top3,Q-DT,10,0.916343944203631,0.03291809141128636,0.9179496446936187,474.02736260657895,0.0,0.7681520236167946
N400_noise0p05,400,0.05,IQL expectile0.7 beta3 support top3,IQL,10,0.9088042488024299,0.05565234672764378,0.9133963864986776,473.60228565985847,0.0,0.7297058965864852
N400_noise0p05,400,0.05,Structured DT support count>=1,DT,10,0.7890939233122942,0.04921957121569742,0.7914310275992131,466.8072175461102,0.0,0.7654071959156827
N400_noise0p05,400,0.05,Structured DT support top3,DT,10,0.7890939233122942,0.04921957121569742,0.7914310275992131,466.8072175461102,0.0,0.7654071959156827
N400_noise0p05,400,0.05,Q-DT fixed td denoised,Q-DT,10,0.7344234459514238,0.053850765955146054,0.7446518653085543,463.70825658313777,0.36687499999999995,0.5123588764691328
N400_noise0p05,400,0.05,Structured DT,DT,10,0.6948597365146505,0.08355612152331823,0.7046260816549292,461.46762689857314,0.29103124999999996,0.5594860844352536
N400_noise0p05,400,0.05,Q-DT fixed q_sa,Q-DT,10,0.6722638327423816,0.10930592415670622,0.6970625054210089,460.18130744096743,0.42309374999999994,0.43890736375980255
N400_noise0p05,400,0.05,Vanilla DT support top3,DT,10,0.5750172643952302,0.04861365792153845,0.5705068795392252,454.64567998261543,0.0,0.7833422685868126
N400_noise0p05,400,0.05,IQL expectile0.7 beta3,IQL,10,0.5583983312279571,0.1850400714219395,0.6194622547784728,453.70253300997757,0.46218750000000003,0.39209195670796515
N400_noise0p05,400,0.05,Vanilla DT,DT,10,0.41066832643354195,0.07040720223744189,0.4233782145658742,445.2996217534711,0.25315625,0.6365247701386473
