gate,cell_id,N,noise,seed,method,family,v_policy,v_behaviour_expected,v_optimal_same_start,nv,selected_unseen_rate,mean_behavior_prob,mean_logged_count,target_q95,support_mask,qdt_mode,qdt_denoise,cql_updates,cql_alpha,iql_updates,iql_expectile,iql_awr_beta,iql_weight_clip,iql_final_q_loss,iql_final_v_loss,iql_final_pi_loss,iql_mean_adv_weight
gate2C_support_mask,N400_noise0p05,400,0.05,0,Structured DT,DT,466.21012668124575,421.48917105942843,479.2131268458336,0.7747382349764353,0.2071875,0.5716660431856078,19.738125,676.7738037109375,none,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,0,Structured DT support count>=1,DT,470.42298811567275,421.48917105942843,479.2131268458336,0.8477211305010555,0.0,0.7701044065414382,33.1890625,676.7738037109375,count>=1,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,0,Structured DT support top3,DT,470.42298811567275,421.48917105942843,479.2131268458336,0.8477211305010555,0.0,0.7701044065414382,33.1890625,676.7738037109375,top3,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,0,Vanilla DT,DT,445.55971078700367,421.48917105942843,479.2131268458336,0.4169939395117513,0.30125,0.6107976133021248,42.9234375,480.82891845703125,none,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,0,Vanilla DT support top3,DT,459.11570435180516,421.48917105942843,479.2131268458336,0.6518356682207552,0.0,0.8235352065534761,46.288125,480.82891845703125,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,0,Q-DT fixed td denoised,Q-DT,466.0034540316217,421.48917105942843,479.2131268458336,0.7711578731178542,0.320625,0.5151554264592214,16.000625,25292.029296875,none,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,0,Q-DT fixed td denoised support top3,Q-DT,474.04778663695936,421.48917105942843,479.2131268458336,0.9105165240582708,0.0,0.7424646115372354,26.1053125,25292.029296875,top3,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,0,Q-DT fixed q_sa,Q-DT,464.50262634692,421.48917105942843,479.2131268458336,0.7451577893700397,0.4040625,0.4521149763261285,16.7465625,23444.037109375,none,q_sa,False,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,0,Q-DT fixed q_sa support top3,Q-DT,472.4673812721269,421.48917105942843,479.2131268458336,0.8831378501039006,0.0,0.7632824400309809,31.115625,23444.037109375,top3,q_sa,False,2000.0,0.1,,,,,,,,
gate2B_iql,N400_noise0p05,400,0.05,0,IQL expectile0.7 beta3,IQL,458.3720746398771,421.48917105942843,479.2131268458336,0.6389531534693459,0.3925,0.347715873540928,13.46125,,none,,,,,2000.0,0.7,3.0,20.0,84.48231811523438,91.3639419555664,0.688893049955368,6.243515276908875
gate2B_iql,N400_noise0p05,400,0.05,0,IQL expectile0.7 beta3 support top3,IQL,469.13949584093285,421.48917105942843,479.2131268458336,0.8254861284598027,0.0,0.6539706152396704,35.39375,,top3,,,,,2000.0,0.7,3.0,20.0,84.48231811523438,91.3639419555664,0.688893049955368,6.243515276908875
gate2C_support_mask,N400_noise0p05,400,0.05,1,Structured DT,DT,461.7756428485668,422.7909092428097,479.07216495487467,0.6926770398514756,0.3859375,0.4467623658553081,26.6840625,643.599365234375,none,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,1,Structured DT support count>=1,DT,466.77914970311673,422.7909092428097,479.07216495487467,0.7815788738856676,0.0,0.7332839277257878,25.8909375,643.599365234375,count>=1,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,1,Structured DT support top3,DT,466.77914970311673,422.7909092428097,479.07216495487467,0.7815788738856676,0.0,0.7332839277257878,25.8909375,643.599365234375,top3,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,1,Vanilla DT,DT,446.99315658711316,422.7909092428097,479.07216495487467,0.4300232295477242,0.1365625,0.7634959039013556,60.953125,475.1024475097656,none,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,1,Vanilla DT support top3,DT,453.54813196165554,422.7909092428097,479.07216495487467,0.5464914087240675,0.0,0.8216919742128641,57.2359375,475.1024475097656,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,1,Q-DT fixed td denoised,Q-DT,461.8400141065853,422.7909092428097,479.07216495487467,0.6938207822432195,0.5290625,0.35815954136197425,10.650625,31978.291015625,none,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,1,Q-DT fixed td denoised support top3,Q-DT,473.81578184324195,422.7909092428097,479.07216495487467,0.9066050846746494,0.0,0.7575804645146093,26.4525,31978.291015625,top3,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,1,Q-DT fixed q_sa,Q-DT,463.54554000473416,422.7909092428097,479.07216495487467,0.7241244042319392,0.34375,0.49518193317182285,14.8990625,28809.826171875,none,q_sa,False,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,1,Q-DT fixed q_sa support top3,Q-DT,474.8155068363693,422.7909092428097,479.07216495487467,0.9243681032938847,0.0,0.7549447481767263,28.0190625,28809.826171875,top3,q_sa,False,2000.0,0.1,,,,,,,,
gate2B_iql,N400_noise0p05,400,0.05,1,IQL expectile0.7 beta3,IQL,459.54625976208285,422.7909092428097,479.07216495487467,0.6530655731512748,0.4903125,0.4171742398491995,13.00625,,none,,,,,2000.0,0.7,3.0,20.0,220.78929061889647,248.4886215209961,0.8031239926815033,4.047554564476013
gate2B_iql,N400_noise0p05,400,0.05,1,IQL expectile0.7 beta3 support top3,IQL,471.03455842363985,422.7909092428097,479.07216495487467,0.8571885714072333,0.0,0.7567785829687972,36.5353125,,top3,,,,,2000.0,0.7,3.0,20.0,220.78929061889647,248.4886215209961,0.8031239926815033,4.047554564476013
gate2C_support_mask,N400_noise0p05,400,0.05,2,Structured DT,DT,458.29707922013944,417.1824539201058,474.5590275047475,0.716575123458383,0.2640625,0.6241293928102047,25.785,615.15869140625,none,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,2,Structured DT support count>=1,DT,463.28811199046885,417.1824539201058,474.5590275047475,0.80356241563202,0.0,0.7669252153197147,30.0584375,615.15869140625,count>=1,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,2,Structured DT support top3,DT,463.28811199046885,417.1824539201058,474.5590275047475,0.80356241563202,0.0,0.7669252153197147,30.0584375,615.15869140625,top3,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,2,Vanilla DT,DT,449.5517607642737,417.1824539201058,474.5590275047475,0.5641554526851768,0.276875,0.5994438313019882,39.19875,472.1125793457031,none,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,2,Vanilla DT support top3,DT,452.8650105522088,417.1824539201058,474.5590275047475,0.621901141926229,0.0,0.759605117243529,48.53125,472.1125793457031,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,2,Q-DT fixed td denoised,Q-DT,462.5484600131033,417.1824539201058,474.5590275047475,0.7906712314577957,0.311875,0.6088349621727139,18.9796875,30427.3359375,none,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,2,Q-DT fixed td denoised support top3,Q-DT,469.4504525556996,417.1824539201058,474.5590275047475,0.9109640985878711,0.0,0.7496251395722937,26.4946875,30427.3359375,top3,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,2,Q-DT fixed q_sa,Q-DT,460.8518013746882,417.1824539201058,474.5590275047475,0.7611006500791047,0.3059375,0.5250975332374131,13.365625,27727.095703125,none,q_sa,False,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,2,Q-DT fixed q_sa support top3,Q-DT,469.4829900936868,417.1824539201058,474.5590275047475,0.9115311860933527,0.0,0.7566057413688887,27.5059375,27727.095703125,top3,q_sa,False,2000.0,0.1,,,,,,,,
gate2B_iql,N400_noise0p05,400,0.05,2,IQL expectile0.7 beta3,IQL,448.19334813158025,417.1824539201058,474.5590275047475,0.540480064842619,0.4009375,0.34138528149195335,8.916875,,none,,,,,2000.0,0.7,3.0,20.0,96.45344886779785,76.59862937927247,1.0419121503829956,5.5622796535491945
gate2B_iql,N400_noise0p05,400,0.05,2,IQL expectile0.7 beta3 support top3,IQL,465.66923364114774,417.1824539201058,474.5590275047475,0.8450623083916717,0.0,0.6819362660519832,24.989375,,top3,,,,,2000.0,0.7,3.0,20.0,96.45344886779785,76.59862937927247,1.0419121503829956,5.5622796535491945
gate2C_support_mask,N400_noise0p05,400,0.05,3,Structured DT,DT,456.5336595523879,423.10474053664757,479.3865548020198,0.5939559598793479,0.375,0.4931252009586412,23.1634375,619.1787719726562,none,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,3,Structured DT support count>=1,DT,466.18885794834273,423.10474053664757,479.3865548020198,0.765506904389238,0.0,0.7420504785265933,35.7590625,619.1787719726562,count>=1,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,3,Structured DT support top3,DT,466.18885794834273,423.10474053664757,479.3865548020198,0.765506904389238,0.0,0.7420504785265933,35.7590625,619.1787719726562,top3,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,3,Vanilla DT,DT,441.6966813269982,423.10474053664757,479.3865548020198,0.3303365577855838,0.1821875,0.6494976864773344,34.766875,473.8318176269531,none,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,3,Vanilla DT support top3,DT,451.3637315022877,423.10474053664757,479.3865548020198,0.5020980814939126,0.0,0.7629938931111515,36.286875,473.8318176269531,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,3,Q-DT fixed td denoised,Q-DT,459.6341984708495,423.10474053664757,479.3865548020198,0.6490454938421725,0.5146875,0.3126530775688357,10.2265625,42736.9609375,none,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,3,Q-DT fixed td denoised support top3,Q-DT,476.02661433538475,423.10474053664757,479.3865548020198,0.940301489735339,0.0,0.7351091542073113,25.8890625,42736.9609375,top3,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,3,Q-DT fixed q_sa,Q-DT,460.74521478310504,423.10474053664757,479.3865548020198,0.6687857301291017,0.4146875,0.40109182459484893,15.6721875,38749.83984375,none,q_sa,False,2000.0,0.1,,,,,,,,
