gate,cell_id,N,noise,seed,method,family,v_policy,v_behaviour_expected,v_optimal_same_start,nv,selected_unseen_rate,mean_behavior_prob,mean_logged_count,target_q95,support_mask,qdt_mode,qdt_denoise,cql_updates,cql_alpha,iql_updates,iql_expectile,iql_awr_beta,iql_weight_clip,iql_final_q_loss,iql_final_v_loss,iql_final_pi_loss,iql_mean_adv_weight
gate2C_support_mask,N100_noise0p5,100,0.5,0,Structured DT,DT,457.3020035927065,425.0469525373324,482.26747238006357,0.5636972740552887,0.37875,0.5581792395201186,5.77125,739.2440185546875,none,,,,,,,,,,,,
gate2C_support_mask,N100_noise0p5,100,0.5,0,Structured DT support count>=1,DT,468.43523466237195,425.0469525373324,482.26747238006357,0.7582643821533064,0.0,0.8211931416214504,10.21,739.2440185546875,count>=1,,,,,,,,,,,,
gate2C_support_mask,N100_noise0p5,100,0.5,0,Structured DT support top3,DT,468.43523466237195,425.0469525373324,482.26747238006357,0.7582643821533064,0.0,0.8211931416214504,10.21,739.2440185546875,top3,,,,,,,,,,,,
gate2C_support_mask,N100_noise0p5,100,0.5,0,Vanilla DT,DT,464.0521191964954,425.0469525373324,482.26747238006357,0.6816639689112843,0.3425,0.5895517984910594,8.74,562.07666015625,none,,,,,,,,,,,,
gate2C_support_mask,N100_noise0p5,100,0.5,0,Vanilla DT support top3,DT,460.89166604917204,425.0469525373324,482.26747238006357,0.6264311056655503,0.0,0.8517454253263077,12.49375,562.07666015625,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N100_noise0p5,100,0.5,0,Q-DT fixed td denoised,Q-DT,460.7743761766927,425.0469525373324,482.26747238006357,0.6243813187569083,0.525,0.4742954877939398,4.35875,35904.61328125,none,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N100_noise0p5,100,0.5,0,Q-DT fixed td denoised support top3,Q-DT,466.31861438765526,425.0469525373324,482.26747238006357,0.7212738011426102,0.0,0.8545957090295326,12.33125,35904.61328125,top3,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N100_noise0p5,100,0.5,0,Q-DT fixed q_sa,Q-DT,456.43430257875696,425.0469525373324,482.26747238006357,0.5485331158768169,0.55,0.4168003295689349,4.0175,32383.068359375,none,q_sa,False,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N100_noise0p5,100,0.5,0,Q-DT fixed q_sa support top3,Q-DT,472.6445987085987,425.0469525373324,482.26747238006357,0.8318282724813928,0.0,0.8227438603063604,10.0,32383.068359375,top3,q_sa,False,2000.0,0.1,,,,,,,,
gate2B_iql,N100_noise0p5,100,0.5,0,IQL expectile0.7 beta3,IQL,446.7210074974513,425.0469525373324,482.26747238006357,0.3787811613681485,0.71875,0.32117188882988135,2.3325,,none,,,,,2000.0,0.7,3.0,20.0,1344.351708984375,130.32156257629396,0.14465540051460266,5.771775102615356
gate2B_iql,N100_noise0p5,100,0.5,0,IQL expectile0.7 beta3 support top3,IQL,475.6137088953562,425.0469525373324,482.26747238006357,0.8837171786800426,0.0,0.816941864508041,10.22625,,top3,,,,,2000.0,0.7,3.0,20.0,1344.351708984375,130.32156257629396,0.14465540051460266,5.771775102615356
gate2C_support_mask,N100_noise0p5,100,0.5,1,Structured DT,DT,456.6458839639131,421.1367484506907,477.84490227066374,0.6261733652262863,0.2125,0.6195178666841136,5.7875,668.5712280273438,none,,,,,,,,,,,,
gate2C_support_mask,N100_noise0p5,100,0.5,1,Structured DT support count>=1,DT,468.0558611119612,421.1367484506907,477.84490227066374,0.8273785955053472,0.0,0.7456941964285714,8.42875,668.5712280273438,count>=1,,,,,,,,,,,,
gate2C_support_mask,N100_noise0p5,100,0.5,1,Structured DT support top3,DT,468.0558611119612,421.1367484506907,477.84490227066374,0.8273785955053472,0.0,0.7456941964285714,8.42875,668.5712280273438,top3,,,,,,,,,,,,
