policy,qhat,clip,estimator,value,ci95_low,ci95_high,n_train_episodes,n_test_episodes,target_q95,step_ess,step_ess_frac,terminal_ess,terminal_ess_frac,max_step_weight,p95_step_weight,mean_pb_at_target_argmax,target_argmax_pb_lt_0.01,mean_target_prob_on_logged_action
logged_policy_estimated,weak_action_only,10.0,DR,0.3767792786486494,0.35061631054350006,0.4044510207418577,1680,541,,4328.0,1.0,541.0,1.0,1.0,1.0,0.3104033367358729,0.0,0.23418049252992584
logged_policy_estimated,weak_action_only,30.0,DM,0.21806086867114813,0.21431788305483093,0.2218176411489329,1680,541,,4328.0,1.0,541.0,1.0,1.0,1.0,0.3104033367358729,0.0,0.23418049252992584
logged_policy_estimated,weak_action_only,30.0,IPS,0.37672698779219305,0.3492818744980374,0.4071085891091975,1680,541,,4328.0,1.0,541.0,1.0,1.0,1.0,0.3104033367358729,0.0,0.23418049252992584
logged_policy_estimated,weak_action_only,30.0,SNIPS,0.37672698779219305,0.3447782905505169,0.407091198106369,1680,541,,4328.0,1.0,541.0,1.0,1.0,1.0,0.3104033367358729,0.0,0.23418049252992584
logged_policy_estimated,weak_action_only,30.0,DR,0.3767792786486494,0.3513098842972171,0.40444462908575046,1680,541,,4328.0,1.0,541.0,1.0,1.0,1.0,0.3104033367358729,0.0,0.23418049252992584
vanilla_dt,weak_action_only,1.0,DM,0.21313978440005188,0.20789325382795218,0.21890579238159438,1680,541,0.5560296773910522,2348.8123745664698,0.5427015652880013,153.53729963489914,0.28380277196839027,1.0,1.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,1.0,IPS,0.18960519528006728,0.17021933479424492,0.21240406990002111,1680,541,0.5560296773910522,2348.8123745664698,0.5427015652880013,153.53729963489914,0.28380277196839027,1.0,1.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,1.0,SNIPS,0.431185842944665,0.3889681413096451,0.4739882731043214,1680,541,0.5560296773910522,2348.8123745664698,0.5427015652880013,153.53729963489914,0.28380277196839027,1.0,1.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,1.0,DR,0.44887519506382034,0.42968597883633025,0.4671263849561738,1680,541,0.5560296773910522,2348.8123745664698,0.5427015652880013,153.53729963489914,0.28380277196839027,1.0,1.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,3.0,DM,0.21313978440005188,0.20723450148783382,0.2185921576935469,1680,541,0.5560296773910522,2244.6386717392056,0.5186318557622933,147.213821204264,0.2721142720966063,3.0,3.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,3.0,IPS,0.508694781687399,0.4498873945445608,0.5768357175419279,1680,541,0.5560296773910522,2244.6386717392056,0.5186318557622933,147.213821204264,0.2721142720966063,3.0,3.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,3.0,SNIPS,0.44972786601452763,0.4069303081794305,0.49702194231260505,1680,541,0.5560296773910522,2244.6386717392056,0.5186318557622933,147.213821204264,0.2721142720966063,3.0,3.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,3.0,DR,0.7893731363058429,0.7314390946385951,0.8411370643673554,1680,541,0.5560296773910522,2244.6386717392056,0.5186318557622933,147.213821204264,0.2721142720966063,3.0,3.0,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,10.0,DM,0.21313978440005188,0.2073165614432079,0.21897394673357026,1680,541,0.5560296773910522,1558.2385752120879,0.36003663937432717,107.44126527000245,0.19859753284658493,10.0,8.72681956110817,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,10.0,IPS,0.9129434451948775,0.7734900003345253,1.0617301841216868,1680,541,0.5560296773910522,1558.2385752120879,0.36003663937432717,107.44126527000245,0.19859753284658493,10.0,8.72681956110817,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,10.0,SNIPS,0.4906905126902871,0.4338852839802301,0.5526484297540357,1680,541,0.5560296773910522,1558.2385752120879,0.36003663937432717,107.44126527000245,0.19859753284658493,10.0,8.72681956110817,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,10.0,DR,1.0300593761573498,0.909063782899058,1.1594526142790205,1680,541,0.5560296773910522,1558.2385752120879,0.36003663937432717,107.44126527000245,0.19859753284658493,10.0,8.72681956110817,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,30.0,DM,0.21313978440005188,0.20700885079676606,0.21889883912455527,1680,541,0.5560296773910522,846.0385467394254,0.19548025571613342,66.56209843894818,0.12303530210526467,30.0,13.59151480551702,0.19200418765971264,0.0020794824399260627,0.1985048322952818
