policy,qhat,clip,estimator,value,ci95_low,ci95_high,n_train_episodes,n_test_episodes,target_q95,step_ess,step_ess_frac,terminal_ess,terminal_ess_frac,max_step_weight,p95_step_weight,mean_pb_at_target_argmax,target_argmax_pb_lt_0.01,mean_target_prob_on_logged_action
vanilla_dt,weak_action_only,30.0,IPS,1.3670636442201483,1.0956212687086415,1.7378880455138273,1680,541,0.5560296773910522,846.0385467394254,0.19548025571613342,66.56209843894818,0.12303530210526467,30.0,13.59151480551702,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,30.0,SNIPS,0.5042722907969032,0.43035557394443386,0.5897698194845706,1680,541,0.5560296773910522,846.0385467394254,0.19548025571613342,66.56209843894818,0.12303530210526467,30.0,13.59151480551702,0.19200418765971264,0.0020794824399260627,0.1985048322952818
vanilla_dt,weak_action_only,30.0,DR,1.2300707838037221,1.008069939785674,1.5132561908571966,1680,541,0.5560296773910522,846.0385467394254,0.19548025571613342,66.56209843894818,0.12303530210526467,30.0,13.59151480551702,0.19200418765971264,0.0020794824399260627,0.1985048322952818
bc,weak_action_only,1.0,DM,0.21360522156897568,0.20737954485278143,0.2197776619589028,1680,541,,3882.7402377784783,0.897121127028299,450.26925305035394,0.8322906710727429,1.0,1.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,1.0,IPS,0.26824609370968144,0.24988096890452158,0.2906431373101973,1680,541,,3882.7402377784783,0.897121127028299,450.26925305035394,0.8322906710727429,1.0,1.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,1.0,SNIPS,0.3471840118364101,0.3211791613154372,0.37105153775708233,1680,541,,3882.7402377784783,0.897121127028299,450.26925305035394,0.8322906710727429,1.0,1.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,1.0,DR,0.32070775991291756,0.3029792303796576,0.34175438207288633,1680,541,,3882.7402377784783,0.897121127028299,450.26925305035394,0.8322906710727429,1.0,1.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,3.0,DM,0.21360522156897568,0.20825674746326203,0.2194385286299325,1680,541,,3807.287679276922,0.879687541422579,441.3236290487625,0.8157553217167514,3.0,3.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,3.0,IPS,0.7619017569303281,0.6999193125519153,0.8217597484418995,1680,541,,3807.287679276922,0.879687541422579,441.3236290487625,0.8157553217167514,3.0,3.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,3.0,SNIPS,0.3501254818868085,0.3219560590950557,0.3790096104523821,1680,541,,3807.287679276922,0.879687541422579,441.3236290487625,0.8157553217167514,3.0,3.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,3.0,DR,0.5062949154752253,0.4506486040216437,0.5613964491728984,1680,541,,3807.287679276922,0.879687541422579,441.3236290487625,0.8157553217167514,3.0,3.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,10.0,DM,0.21360522156897568,0.20779423617312254,0.21946322298003412,1680,541,,2927.5583846164536,0.6764229169631363,342.0309733337367,0.6322199137407333,10.0,10.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,10.0,IPS,1.2724627379190134,1.1563845511824553,1.415437919868426,1680,541,,2927.5583846164536,0.6764229169631363,342.0309733337367,0.6322199137407333,10.0,10.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,10.0,SNIPS,0.3571836618184304,0.3299535857054325,0.38772053671136075,1680,541,,2927.5583846164536,0.6764229169631363,342.0309733337367,0.6322199137407333,10.0,10.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,10.0,DR,0.5638155755080738,0.46463192727472524,0.6644847061051131,1680,541,,2927.5583846164536,0.6764229169631363,342.0309733337367,0.6322199137407333,10.0,10.0,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,30.0,DM,0.21360522156897568,0.20806220628683472,0.21950813148428075,1680,541,,1759.8492305723505,0.4066195079880662,208.61029773786518,0.3856012897187896,30.0,16.432110096436524,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,30.0,IPS,1.5842839134617748,1.39779361942936,1.8139204603935524,1680,541,,1759.8492305723505,0.4066195079880662,208.61029773786518,0.3856012897187896,30.0,16.432110096436524,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,30.0,SNIPS,0.35472065078217285,0.3216527896472018,0.3955341120567518,1680,541,,1759.8492305723505,0.4066195079880662,208.61029773786518,0.3856012897187896,30.0,16.432110096436524,0.2854387261094564,0.01963955637707948,0.3186571573814206
bc,weak_action_only,30.0,DR,0.5400750751087717,0.3723511625766964,0.7291719920761025,1680,541,,1759.8492305723505,0.4066195079880662,208.61029773786518,0.3856012897187896,30.0,16.432110096436524,0.2854387261094564,0.01963955637707948,0.3186571573814206
iql,weak_action_only,1.0,DM,0.21451355903988045,0.20962205484668542,0.21985596945082006,1680,541,,3815.2802961823636,0.8815342643674593,445.6792002465751,0.8238062851138171,1.0,1.0,0.2861311489688286,0.013170055452865065,0.27905009131191694
