method,n_runs,mean_nv,median_nv,mean_unseen_rate,mean_behavior_prob
Bandit IPS support top3,10,0.15024154833010853,0.14201908108189903,0.0,0.7738820423197512
Bandit DR support top3,10,0.13571890631656477,0.13358286319704546,0.0,0.7673360270011833
Bandit DM support top3,10,0.13539264708349713,0.1381271787329291,0.0,0.7682249716570648
"Bandit oracle (myopic, true R)",10,0.0,0.0,0.0,0.8486337769947481
Bandit DM,10,-1.2067512294062381,-1.8031917430686613,0.9681328125,0.020969670799358
Bandit DR,10,-1.2106767658703812,-1.8031917430686613,0.96646875,0.02186706493294111
Bandit IPS,10,-2.2759062256692126,-1.8592258304653648,0.9917265625,0.00545577069768072
