gate,cell_id,N,noise,seed,method,family,v_policy,v_behaviour_expected,v_optimal_same_start,nv,selected_unseen_rate,mean_behavior_prob,mean_logged_count,target_q95,support_mask,qdt_mode,qdt_denoise,cql_updates,cql_alpha,iql_updates,iql_expectile,iql_awr_beta,iql_weight_clip,iql_final_q_loss,iql_final_v_loss,iql_final_pi_loss,iql_mean_adv_weight
gate2C_support_mask,N1600_noise0p05,1600,0.05,0,Structured DT,DT,460.66127558548703,420.6941057714956,478.158742618527,0.6955089600649955,0.113125,0.7440902602611511,146.13578125,567.7760009765625,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,0,Structured DT support count>=1,DT,455.4407599659308,420.6941057714956,478.158742618527,0.604661511860406,0.0,0.8076411764774147,177.328125,567.7760009765625,count>=1,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,0,Structured DT support top3,DT,455.4407599659308,420.6941057714956,478.158742618527,0.604661511860406,0.0,0.8076411764774147,177.328125,567.7760009765625,top3,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,0,Vanilla DT,DT,450.18024387953864,420.6941057714956,478.158742618527,0.51311797526075,0.180703125,0.6265447188975709,93.77,477.0365295410156,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,0,Vanilla DT support top3,DT,453.4877634927577,420.6941057714956,478.158742618527,0.5706754539936892,0.0,0.7502702567176754,114.323359375,477.0365295410156,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,0,Q-DT fixed td denoised,Q-DT,462.14289657792915,420.6941057714956,478.158742618527,0.7212921386202892,0.313203125,0.5513792611620055,63.866875,26881.869140625,none,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,0,Q-DT fixed td denoised support top3,Q-DT,471.51433760884674,420.6941057714956,478.158742618527,0.884374018975054,0.0,0.7529598217029246,114.6753125,26881.869140625,top3,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,0,Q-DT fixed q_sa,Q-DT,464.825765143246,420.6941057714956,478.158742618527,0.7679794355827412,0.330546875,0.5033401061779904,60.52828125,24624.939453125,none,q_sa,False,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,0,Q-DT fixed q_sa support top3,Q-DT,471.7790223560625,420.6941057714956,478.158742618527,0.8889800647405628,0.0,0.7814673951816349,130.788046875,24624.939453125,top3,q_sa,False,2000.0,0.1,,,,,,,,
gate2B_iql,N1600_noise0p05,1600,0.05,0,IQL expectile0.7 beta3,IQL,461.6206504288516,420.6941057714956,478.158742618527,0.7122040075934153,0.428671875,0.34568862609604234,42.66375,,none,,,,,2000.0,0.7,3.0,20.0,82.64488677978515,85.5146369934082,0.428710812330246,5.765343594551086
gate2B_iql,N1600_noise0p05,1600,0.05,0,IQL expectile0.7 beta3 support top3,IQL,470.2266493284067,420.6941057714956,478.158742618527,0.8619656587888095,0.0,0.6851143658310451,143.54515625,,top3,,,,,2000.0,0.7,3.0,20.0,82.64488677978515,85.5146369934082,0.428710812330246,5.765343594551086
gate2C_support_mask,N1600_noise0p05,1600,0.05,1,Structured DT,DT,461.00221696013597,422.2408621751993,479.08172757209076,0.681927597588204,0.125625,0.7408940265115876,146.05390625,556.8601684570312,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,1,Structured DT support count>=1,DT,459.03504093115293,422.2408621751993,479.08172757209076,0.6473191162562041,0.0,0.8167498585876993,198.5065625,556.8601684570312,count>=1,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,1,Structured DT support top3,DT,459.03504093115293,422.2408621751993,479.08172757209076,0.6473191162562041,0.0,0.8167498585876993,198.5065625,556.8601684570312,top3,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,1,Vanilla DT,DT,450.10470025836037,422.2408621751993,479.08172757209076,0.49020784410303675,0.172265625,0.6331295855847836,121.114609375,479.1344909667969,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,1,Vanilla DT support top3,DT,451.6050609960546,422.2408621751993,479.08172757209076,0.5166036550608388,0.0,0.7661137284198322,147.133046875,479.1344909667969,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,1,Q-DT fixed td denoised,Q-DT,464.49288101707765,422.2408621751993,479.08172757209076,0.7433387677484068,0.34,0.5558347606315752,122.286015625,36491.56640625,none,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,1,Q-DT fixed td denoised support top3,Q-DT,469.1174278974167,422.2408621751993,479.08172757209076,0.8246983115915226,0.0,0.8054649712433547,168.20046875,36491.56640625,top3,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,1,Q-DT fixed q_sa,Q-DT,467.0475300201487,422.2408621751993,479.08172757209076,0.788282647213176,0.25359375,0.5647688113465518,68.076640625,32760.341796875,none,q_sa,False,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,1,Q-DT fixed q_sa support top3,Q-DT,472.14501445945626,422.2408621751993,479.08172757209076,0.877962570340918,0.0,0.7718115438871079,129.746953125,32760.341796875,top3,q_sa,False,2000.0,0.1,,,,,,,,
gate2B_iql,N1600_noise0p05,1600,0.05,1,IQL expectile0.7 beta3,IQL,458.1853545024566,422.2408621751993,479.08172757209076,0.6323706030208165,0.559765625,0.37649697447707003,49.8534375,,none,,,,,2000.0,0.7,3.0,20.0,239.2364074707031,267.9812461853027,0.6886813104152679,4.6479252576828
gate2B_iql,N1600_noise0p05,1600,0.05,1,IQL expectile0.7 beta3 support top3,IQL,477.04076092761375,422.2408621751993,479.08172757209076,0.9640933221155948,0.0,0.7474858795345226,111.316953125,,top3,,,,,2000.0,0.7,3.0,20.0,239.2364074707031,267.9812461853027,0.6886813104152679,4.6479252576828
gate2C_support_mask,N1600_noise0p05,1600,0.05,2,Structured DT,DT,459.02115746478853,420.7019605669336,477.9242309914933,0.6696553040196811,0.247109375,0.6278217728437,111.27828125,583.2024536132812,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,2,Structured DT support count>=1,DT,460.64948189701795,420.7019605669336,477.9242309914933,0.6981114351754023,0.0,0.7793376454010438,145.1109375,583.2024536132812,count>=1,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,2,Structured DT support top3,DT,460.64948189701795,420.7019605669336,477.9242309914933,0.6981114351754023,0.0,0.7793376454010438,145.1109375,583.2024536132812,top3,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,2,Vanilla DT,DT,451.18505243676236,420.7019605669336,477.9242309914933,0.5327137781087671,0.166171875,0.6677221130814325,137.5790625,476.8245544433594,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,2,Vanilla DT support top3,DT,456.60692345537586,420.7019605669336,477.9242309914933,0.6274648423078284,0.0,0.7846924540988891,172.006953125,476.8245544433594,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,2,Q-DT fixed td denoised,Q-DT,466.87924194848443,420.7019605669336,477.9242309914933,0.8069809365993215,0.243203125,0.6428809547662699,83.24078125,35124.3828125,none,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,2,Q-DT fixed td denoised support top3,Q-DT,477.02116198374534,420.7019605669336,477.9242309914933,0.9842182248091933,0.0,0.771344897092025,107.572421875,35124.3828125,top3,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,2,Q-DT fixed q_sa,Q-DT,464.8438555332029,420.7019605669336,477.9242309914933,0.7714111068777806,0.305078125,0.5392042532253047,68.255,31876.919921875,none,q_sa,False,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,2,Q-DT fixed q_sa support top3,Q-DT,469.9111913217789,420.7019605669336,477.9242309914933,0.8599664149943411,0.0,0.7979992485328024,143.961171875,31876.919921875,top3,q_sa,False,2000.0,0.1,,,,,,,,
gate2B_iql,N1600_noise0p05,1600,0.05,2,IQL expectile0.7 beta3,IQL,450.3488732951968,420.7019605669336,477.9242309914933,0.5181009510510233,0.265,0.4453800523651819,111.964765625,,none,,,,,2000.0,0.7,3.0,20.0,90.74204559326172,86.39601593017578,0.7588078588247299,5.0636413335800174
gate2B_iql,N1600_noise0p05,1600,0.05,2,IQL expectile0.7 beta3 support top3,IQL,468.8831182604091,420.7019605669336,477.9242309914933,0.8420001047843121,0.0,0.6805864062081934,98.227265625,,top3,,,,,2000.0,0.7,3.0,20.0,90.74204559326172,86.39601593017578,0.7588078588247299,5.0636413335800174
gate2C_support_mask,N1600_noise0p05,1600,0.05,3,Structured DT,DT,464.41045730364044,420.1985074854882,477.65883098140347,0.7694344049645869,0.165859375,0.6405551373014732,112.1821875,564.3758544921875,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,3,Structured DT support count>=1,DT,462.82002223897734,420.1985074854882,477.65883098140347,0.7417555655863826,0.0,0.7810281605678752,157.1359375,564.3758544921875,count>=1,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,3,Structured DT support top3,DT,462.82002223897734,420.1985074854882,477.65883098140347,0.7417555655863826,0.0,0.7810281605678752,157.1359375,564.3758544921875,top3,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,3,Vanilla DT,DT,449.5399978202763,420.1985074854882,477.65883098140347,0.5106391427969236,0.116875,0.7157425685776851,157.1834375,474.1748352050781,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,3,Vanilla DT support top3,DT,452.70799653052876,420.1985074854882,477.65883098140347,0.5657728162172909,0.0,0.7823456383623332,166.436953125,474.1748352050781,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,3,Q-DT fixed td denoised,Q-DT,463.59957767750876,420.1985074854882,477.65883098140347,0.7553224129534504,0.289375,0.6075640113752151,58.7028125,39187.92578125,none,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,3,Q-DT fixed td denoised support top3,Q-DT,475.01434318693714,420.1985074854882,477.65883098140347,0.9539771509526165,0.0,0.7527998712973417,108.121171875,39187.92578125,top3,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,3,Q-DT fixed q_sa,Q-DT,463.7148631949788,420.1985074854882,477.65883098140347,0.7573287629086198,0.47046875,0.3934611644310306,44.8796875,35890.8046875,none,q_sa,False,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,3,Q-DT fixed q_sa support top3,Q-DT,474.83264538080925,420.1985074854882,477.65883098140347,0.9508150071449716,0.0,0.7431728842718993,112.395,35890.8046875,top3,q_sa,False,2000.0,0.1,,,,,,,,
gate2B_iql,N1600_noise0p05,1600,0.05,3,IQL expectile0.7 beta3,IQL,451.626964852474,420.1985074854882,477.65883098140347,0.5469592834648755,0.2796875,0.40625179229063385,53.13734375,,none,,,,,2000.0,0.7,3.0,20.0,94.6951847076416,237.26184616088867,1.0804932445287705,5.873426222801209
gate2B_iql,N1600_noise0p05,1600,0.05,3,IQL expectile0.7 beta3 support top3,IQL,469.2971863508429,420.1985074854882,477.65883098140347,0.8544796805546178,0.0,0.7236408469252331,120.04546875,,top3,,,,,2000.0,0.7,3.0,20.0,94.6951847076416,237.26184616088867,1.0804932445287705,5.873426222801209
gate2C_support_mask,N1600_noise0p05,1600,0.05,4,Structured DT,DT,465.7073419141128,422.8141069914742,479.6367344894461,0.7548618712531298,0.170859375,0.6592597612500406,119.565078125,553.1521606445312,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,4,Structured DT support count>=1,DT,464.1050627798897,422.8141069914742,479.6367344894461,0.7266639648067883,0.0,0.795733231435836,169.614140625,553.1521606445312,count>=1,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,4,Structured DT support top3,DT,464.1050627798897,422.8141069914742,479.6367344894461,0.7266639648067883,0.0,0.795733231435836,169.614140625,553.1521606445312,top3,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,4,Vanilla DT,DT,450.8315823417246,422.8141069914742,479.6367344894461,0.4930689864922275,0.21734375,0.6056151224538919,118.760546875,478.7153015136719,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p05,1600,0.05,4,Vanilla DT support top3,DT,456.9792473530521,422.8141069914742,479.6367344894461,0.6012594254427479,0.0,0.7582744274567017,124.4390625,478.7153015136719,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p05,1600,0.05,4,Q-DT fixed td denoised,Q-DT,467.2966212392376,422.8141069914742,479.6367344894461,0.7828309989598959,0.266171875,0.634470904786228,69.9946875,29634.716796875,none,td,True,2000.0,0.1,,,,,,,,
