cell_id,N,noise,seed,info_mode,provider,model,method,support_mask,value,v_behaviour_myopic,v_optimal,nv,regret,valid_output_rate,off_support_rate,unlogged_action_rate,off_support_rate_statetable,match_optimal_rate,match_myopic_rate,mean_ranking_len,modal_action_share,distinct_actions_used,action_entropy_normalised
N100_noise0.5,100,0.5,0,oracle_info,heuristic,,Random policy,none,342.14252295413496,425.0469525373324,482.26747238006357,-1.448858378271601,140.1249494259286,1.0,0.8875,0.95375,0.8809523809523809,0.06547619047619048,0.08333333333333333,11.0,0.13095238095238096,11,0.9881430043452202
N100_noise0.5,100,0.5,0,oracle_info,heuristic,,Random policy + support top3,top3,460.54477734690704,425.0469525373324,482.26747238006357,0.6203687926488489,21.722695033156526,1.0,0.0,0.0,0.0,0.375,0.4107142857142857,11.0,0.4226190476190476,8,0.7223229865219196
N100_noise0.5,100,0.5,1,log_only,heuristic,,DP oracle,none,477.84490227066374,421.1367484506907,477.84490227066374,1.0,0.0,1.0,0.00625,0.00625,0.5476190476190477,1.0,0.32142857142857145,1.0,0.31547619047619047,9,0.7692429845830043
N100_noise0.5,100,0.5,1,log_only,heuristic,,DP oracle + support top3,top3,477.41953464260155,421.1367484506907,477.84490227066374,0.992499004121831,0.4253676280621903,1.0,0.0,0.0,0.0,0.4523809523809524,0.3392857142857143,1.0,0.4166666666666667,8,0.7251363893728369
N100_noise0.5,100,0.5,1,log_only,heuristic,,Heuristic proxy (not LLM),none,427.8642069122954,421.1367484506907,477.84490227066374,0.11863300087253523,49.98069535836834,1.0,0.0,0.0,0.2976190476190476,0.30952380952380953,0.5297619047619048,11.0,0.32142857142857145,8,0.7542253836532372
N100_noise0.5,100,0.5,1,log_only,heuristic,,Heuristic proxy (not LLM) + support top3,top3,427.8642069122954,421.1367484506907,477.84490227066374,0.11863300087253523,49.98069535836834,1.0,0.0,0.0,0.0,0.2619047619047619,0.5297619047619048,11.0,0.4226190476190476,8,0.6825967465594313
N100_noise0.5,100,0.5,1,log_only,heuristic,,Myopic one-step optimizer,none,421.1367484506907,421.1367484506907,477.84490227066374,0.0,56.70815381997306,1.0,0.0925,0.0925,0.42857142857142855,0.32142857142857145,1.0,1.0,0.23809523809523808,6,0.7140470791885996
N100_noise0.5,100,0.5,1,log_only,heuristic,,Myopic one-step optimizer + support top3,top3,423.6031441744794,421.1367484506907,477.84490227066374,0.043492788208527845,54.241758096184356,1.0,0.0,0.0,0.0,0.22023809523809523,0.5714285714285714,1.0,0.4226190476190476,7,0.6639560921490217
N100_noise0.5,100,0.5,1,log_only,heuristic,,Random policy,none,296.67680840893286,421.1367484506907,477.84490227066374,-2.194745052658054,181.16809386173088,1.0,0.84625,0.89875,0.8511904761904762,0.13690476190476192,0.1130952380952381,11.0,0.11904761904761904,11,0.9876728650288215
N100_noise0.5,100,0.5,1,log_only,heuristic,,Random policy + support top3,top3,445.55858635521923,421.1367484506907,477.84490227066374,0.4306583138301179,32.286315915444504,1.0,0.0,0.0,0.0,0.32142857142857145,0.47023809523809523,11.0,0.4166666666666667,8,0.7089894601800877
N100_noise0.5,100,0.5,1,oracle_info,heuristic,,DP oracle,none,477.84490227066374,421.1367484506907,477.84490227066374,1.0,0.0,1.0,0.00625,0.00625,0.5476190476190477,1.0,0.32142857142857145,1.0,0.31547619047619047,9,0.7692429845830043
