gate,cell_id,N,noise,seed,method,family,v_policy,v_behaviour_expected,v_optimal_same_start,nv,selected_unseen_rate,mean_behavior_prob,mean_logged_count,target_q95,support_mask,qdt_mode,qdt_denoise,cql_updates,cql_alpha,iql_updates,iql_expectile,iql_awr_beta,iql_weight_clip,iql_final_q_loss,iql_final_v_loss,iql_final_pi_loss,iql_mean_adv_weight
gate2C_support_mask,N1600_noise0p2,1600,0.2,0,Structured DT,DT,456.60478920488197,420.6941057714956,478.158742618527,0.6249179565683012,0.218984375,0.5519821060632801,101.482734375,566.9313354492188,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p2,1600,0.2,0,Structured DT support count>=1,DT,460.91372273152115,420.6941057714956,478.158742618527,0.6999020470117749,0.0,0.7372118088766989,146.52765625,566.9313354492188,count>=1,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p2,1600,0.2,0,Structured DT support top3,DT,460.91372273152115,420.6941057714956,478.158742618527,0.6999020470117749,0.0,0.7372118088766989,146.52765625,566.9313354492188,top3,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p2,1600,0.2,0,Vanilla DT,DT,452.40036209300473,420.6941057714956,478.158742618527,0.5517524874630277,0.005546875,0.8471452587500005,221.731015625,492.1125793457031,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p2,1600,0.2,0,Vanilla DT support top3,DT,452.08982447415946,420.6941057714956,478.158742618527,0.5463485097145576,0.0,0.8390069649055623,221.797578125,492.1125793457031,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p2,1600,0.2,0,Q-DT fixed td denoised,Q-DT,464.56531751084054,420.6941057714956,478.158742618527,0.763447124117888,0.301640625,0.575185787991504,72.58921875,27211.888671875,none,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p2,1600,0.2,0,Q-DT fixed td denoised support top3,Q-DT,475.596622414171,420.6941057714956,478.158742618527,0.9554139668336151,0.0,0.7533326848739408,106.884765625,27211.888671875,top3,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p2,1600,0.2,0,Q-DT fixed q_sa,Q-DT,466.1370903068317,420.6941057714956,478.158742618527,0.7907991249697359,0.28109375,0.553115996718212,70.168359375,24852.79296875,none,q_sa,False,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p2,1600,0.2,0,Q-DT fixed q_sa support top3,Q-DT,473.49086696788845,420.6941057714956,478.158742618527,0.9187695962812006,0.0,0.7677803278613089,120.858359375,24852.79296875,top3,q_sa,False,2000.0,0.1,,,,,,,,
gate2B_iql,N1600_noise0p2,1600,0.2,0,IQL expectile0.7 beta3,IQL,461.8993669707715,420.6941057714956,478.158742618527,0.7170542347454953,0.423828125,0.3478480945345805,42.7896875,,none,,,,,2000.0,0.7,3.0,20.0,234.7941650390625,102.62117462158203,0.41115639060735704,5.826190853118897
gate2B_iql,N1600_noise0p2,1600,0.2,0,IQL expectile0.7 beta3 support top3,IQL,470.2266493284067,420.6941057714956,478.158742618527,0.8619656587888095,0.0,0.6851143658310451,143.54515625,,top3,,,,,2000.0,0.7,3.0,20.0,234.7941650390625,102.62117462158203,0.41115639060735704,5.826190853118897
gate2C_support_mask,N1600_noise0p2,1600,0.2,1,Structured DT,DT,459.24266755317177,422.2408621751993,479.08172757209076,0.6509718865046703,0.125859375,0.74053584928146,134.87515625,564.6427612304688,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p2,1600,0.2,1,Structured DT support count>=1,DT,459.4071777904122,422.2408621751993,479.08172757209076,0.6538661112159191,0.0,0.82985616834185,206.114296875,564.6427612304688,count>=1,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p2,1600,0.2,1,Structured DT support top3,DT,459.4071777904122,422.2408621751993,479.08172757209076,0.6538661112159191,0.0,0.82985616834185,206.114296875,564.6427612304688,top3,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p2,1600,0.2,1,Vanilla DT,DT,456.49241186726994,422.2408621751993,479.08172757209076,0.6025867032971634,0.025703125,0.8168531137200996,209.56046875,491.1366882324219,none,,,,,,,,,,,,
